OG BAT_len BAT_nvar BGM_len BGM_nvar BRO_len BRO_nvar
OG0003272 712 2 4699 4 - 0
OG0003273 1372 8 1372 5 - 0
OG0003274 - 0 1063 1 - 0
OG0003275 670 3 - 0 - 0
OG0003276 637 1 - 0 - 0
OG0003277 3541 8 3541 6 2464 0
OG0003278 703 6 703 1 - 0
OG0003279 1312 6 1312 2 - 0
OG0003280 - 0 - 0 - 0
OG0003281 2932 19 2932 9 - 0
OG0003282 2605 3 - 0 - 0
OG0003283 - 0 7255 2 - 0
OG0003286 1285 4 1273 1 - 0
OG0003287 367 1 367 1 553 0
OG0003288 1546 3 - 0 1546 0
OG0003290 1843 8 - 0 - 0
OG0003291 1270 3 - 0 - 0
OG0003292 - 0 - 0 - 0
OG0003293 847 4 856 3 - 0
OG0003295 619 3 - 0 - 0
OG0003302 - 0 412 2 415 0
OG0003303 3802 2 - 0 - 0
OG0003304 1381 2 1381 1 - 0
OG0003305 - 0 2041 2 - 0
OG0003306 4366 10 5443 6 - 0
OG0003307 - 0 418 0 418 0
OG0003308 - 0 - 0 - 0
OG0003309 796 3 - 0 - 0
OG0003311 1087 1 331 1 1033 0
OG0003312 718 2 754 0 736 0
OG0003313 1060 2 1060 2 - 0
OG0003316 1306 3 1483 1 - 0
OG0003317 1570 8 - 0 - 0
OG0003319 1981 28 1870 10 - 0
OG0003321 748 3 - 0 748 0
OG0003322 - 0 961 3 - 0
OG0003326 823 2 823 1 619 0
OG0003327 2797 1 2797 1 - 0
OG0003328 1345 16 1249 1 1036 0
OG0003329 1033 3 799 0 664 0
OG0003330 - 0 - 0 - 0
OG0003332 - 0 2059 1 - 0
OG0003334 1462 1 1363 2 - 0
OG0003336 1789 15 1786 2 - 0
OG0003339 1159 5 - 0 - 0
OG0003340 2611 13 2539 1 - 0
OG0003341 - 0 - 0 - 0
OG0003342 1891 5 - 0 - 0
OG0003343 871 7 1000 6 889 0
OG0003345 4372 5 3622 4 - 0
OG0003346 652 1 - 0 - 0
OG0003347 1504 9 1144 0 - 0
OG0003348 1858 12 - 0 - 0
OG0003349 820 0 - 0 - 0
OG0003350 1993 3 2059 1 - 0
OG0003351 - 0 1522 1 - 0
OG0003352 841 2 841 2 - 0
OG0003353 556 0 892 3 - 0
OG0003354 1837 4 1864 4 1606 0
OG0003355 1597 14 802 7 1597 3
OG0003356 - 0 - 0 - 0
OG0003357 - 0 - 0 - 0
OG0003358 - 0 649 0 - 0
OG0003360 526 5 565 2 - 0
OG0003361 556 0 1630 0 - 0
OG0003362 1120 7 1120 5 811 0
OG0003365 3223 10 - 0 - 0
OG0003366 1963 7 - 0 1831 0
OG0003368 3742 21 3820 16 3823 1
OG0003369 4105 17 2617 4 - 0
OG0003371 - 0 1528 9 - 0
OG0003372 1816 10 1816 2 - 0
OG0003373 496 1 589 2 - 0
OG0003375 928 7 928 3 - 0
OG0003376 1063 0 1108 1 - 0
OG0003377 - 0 3484 9 - 0
OG0003379 2014 8 2014 4 2014 0
OG0003382 2386 14 2389 3 - 0
OG0003384 1567 4 - 0 - 0
OG0003385 2653 13 2653 0 2653 1
OG0003387 2179 2 - 0 2185 0
OG0003388 1147 3 1147 2 - 0
OG0003389 - 0 1225 4 - 0
OG0003390 1882 1 1882 0 - 0
OG0003391 - 0 853 0 853 0
OG0003392 4423 12 2485 0 3874 0
OG0003393 385 1 - 0 379 0
OG0003394 - 0 - 0 - 0
OG0003395 601 3 532 1 - 0
OG0003397 1666 4 724 1 - 0
OG0003398 1510 8 1693 1 - 0
OG0003399 - 0 - 0 397 1
OG0003400 643 3 - 0 - 0
OG0003401 2104 11 823 1 2293 1
OG0003402 5866 8 5869 2 - 0
OG0003403 634 2 634 2 - 0
OG0003404 997 5 985 1 - 0
OG0003406 1732 0 1774 0 - 0
OG0003407 2041 12 2041 6 - 0
OG0003408 1513 2 1513 1 - 0
OG0003411 2470 14 - 0 1801 0
OG0003412 1000 6 - 0 - 0
OG0003413 667 1 631 0 - 0
OG0003414 1006 1 - 0 - 0
OG0003415 - 0 - 0 2542 0
OG0003416 799 2 676 1 - 0
OG0003417 1975 12 1975 1 - 0
OG0003420 1507 2 1183 0 1192 1
OG0003422 - 0 1114 1 - 0
OG0003424 844 2 - 0 - 0
OG0003425 910 0 910 1 - 0
OG0003427 3769 6 3532 3 - 0
OG0003430 2437 7 1366 7 1435 0
OG0003431 322 4 355 0 556 0
OG0003432 1339 8 - 0 - 0
OG0003433 1417 15 1405 4 - 0
OG0003434 1081 5 1099 0 - 0
OG0003435 - 0 1507 3 - 0
OG0003436 - 0 1132 2 - 0
OG0003438 1267 3 1285 0 - 0
OG0003441 1837 14 1837 2 1675 0
OG0003442 - 0 2149 2 - 0
OG0003443 553 1 - 0 - 0
OG0003444 - 0 667 0 - 0
OG0003445 355 1 - 0 - 0
OG0003446 859 2 - 0 - 0
OG0003447 439 5 - 0 - 0
OG0003450 1543 2 - 0 - 0
OG0003451 1489 2 577 2 1489 1
OG0003453 - 0 - 0 - 0
OG0003454 3676 23 1693 8 3493 0
OG0003458 - 0 2065 7 - 0
OG0003459 - 0 - 0 - 0
OG0003460 1210 4 1240 6 - 0
OG0003461 2659 11 2659 6 - 0
OG0003462 3538 20 3538 8 - 0
OG0003466 - 0 1270 1 - 0
OG0003467 844 3 592 3 - 0
OG0003468 361 0 - 0 358 0
OG0003469 1723 9 1108 1 - 0
OG0003470 - 0 - 0 - 0
OG0003471 1444 5 1423 4 - 0
OG0003472 1792 9 1792 3 - 0
OG0003473 - 0 400 2 - 0
OG0003474 2518 11 1966 1 2644 1
OG0003475 3022 17 3022 11 - 0
OG0003476 3751 9 3751 1 - 0
OG0003478 1276 9 1273 2 - 0
OG0003479 742 2 886 1 658 0
OG0003480 1051 2 - 0 715 0
OG0003481 1327 10 1333 8 - 0
OG0003482 541 2 937 0 - 0
OG0003483 847 3 - 0 - 0
OG0003484 - 0 424 2 373 0
OG0003485 871 2 - 0 - 0
OG0003486 1963 8 1417 10 1222 0
OG0003487 7744 50 8137 21 5875 0
OG0003488 - 0 - 0 - 0
OG0003489 1054 5 1006 1 - 0
OG0003492 541 2 541 1 - 0
OG0003493 1822 9 - 0 - 0
OG0003495 934 2 - 0 - 0
OG0003496 1288 3 - 0 - 0
OG0003499 997 7 - 0 - 0
OG0003500 1372 7 1372 5 - 0
OG0003501 - 0 1171 5 - 0
OG0003502 1636 12 1336 2 1543 2
OG0003503 1546 7 - 0 - 0
OG0003505 1735 4 1735 6 - 0
OG0003507 601 1 - 0 - 0
OG0003508 - 0 1477 4 - 0
OG0003510 - 0 - 0 - 0
OG0003511 - 0 568 4 - 0
OG0003514 1228 2 1105 1 - 0
OG0003516 3247 10 3247 2 - 0
OG0003517 859 3 - 0 - 0
OG0003518 1174 4 - 0 - 0
OG0003519 592 2 - 0 - 0
OG0003520 - 0 - 0 - 0
OG0003521 400 3 718 2 - 0
OG0003524 1087 1 - 0 - 0
OG0003525 2839 7 1969 4 - 0
OG0003526 1762 3 - 0 - 0
OG0003527 - 0 - 0 - 0
OG0003528 1819 2 1792 2 1792 0
OG0003529 2107 15 2107 7 - 0
OG0003530 1903 3 - 0 - 0
OG0003531 - 0 493 0 - 0
OG0003532 598 1 - 0 - 0
OG0003534 751 0 - 0 - 0
OG0003535 2347 12 2125 2 - 0
OG0003536 - 0 679 0 - 0
OG0003538 - 0 667 0 775 6
OG0003539 4216 8 2476 5 - 0
OG0003540 1465 8 1240 4 - 0
OG0003541 3364 2 3364 1 - 0
OG0003542 2023 0 2023 0 - 0
OG0003544 940 2 832 2 913 2
OG0003545 1363 5 1417 1 - 0
OG0003547 2812 4 1786 1 1786 0
OG0003548 517 3 526 0 640 0
OG0003550 - 0 - 0 - 0
OG0003551 1012 1 - 0 - 0
OG0003552 1129 2 1129 2 - 0
OG0003553 - 0 1408 3 - 0
OG0003554 2503 12 - 0 - 0
OG0003555 - 0 - 0 - 0
OG0003557 979 3 1066 4 1309 0
OG0003558 - 0 - 0 - 0
OG0003559 - 0 703 1 - 0
OG0003561 1090 0 1090 0 - 0
OG0003562 2533 11 2926 3 - 0
OG0003563 2338 3 2338 1 1576 0
OG0003564 589 4 1291 1 - 0
OG0003565 - 0 2002 0 - 0
OG0003567 805 1 - 0 - 0
OG0003571 418 3 460 1 - 0
OG0003572 1222 5 1162 1 328 0
OG0003573 - 0 - 0 - 0
OG0003576 2602 0 2674 7 - 0
OG0003577 1375 7 652 7 - 0
OG0003578 1315 1 412 0 - 0
OG0003579 - 0 1243 1 - 0
OG0003580 325 0 1324 3 958 0
OG0003581 1186 1 1186 10 - 0
OG0003583 832 6 1480 6 - 0
OG0003585 397 2 565 1 - 0
OG0003586 - 0 - 0 - 0
OG0003587 919 8 1117 1 826 0
OG0003589 2785 3 2791 0 - 0
OG0003590 1738 9 - 0 - 0
OG0003591 - 0 2197 2 - 0
OG0003592 2089 2 - 0 - 0
OG0003593 568 1 1432 1 - 0
OG0003594 2881 12 - 0 2917 1
OG0003595 1951 2 2422 2 - 0
OG0003596 - 0 982 1 910 1
OG0003597 685 7 - 0 - 0
OG0003598 2263 4 2260 1 - 0
OG0003599 1117 0 664 0 - 0
OG0003600 2638 8 2638 6 2428 0
OG0003601 1204 9 1204 1 - 0
OG0003602 - 0 - 0 - 0
OG0003603 1348 11 1348 4 - 0
OG0003604 5863 42 3889 5 6406 3
OG0003605 994 1 - 0 - 0
OG0003606 1780 6 - 0 - 0
OG0003608 1072 0 - 0 - 0
OG0003609 4882 6 5272 18 4726 9
OG0003611 931 1 - 0 1525 2
OG0003612 - 0 - 0 - 0
OG0003613 - 0 - 0 913 0
OG0003615 - 0 - 0 - 0
OG0003618 - 0 - 0 - 0
OG0003620 412 1 - 0 - 0
OG0003621 940 3 - 0 - 0
OG0003622 2821 20 2824 5 - 0
OG0003623 1369 0 1372 1 - 0
OG0003624 - 0 - 0 673 0
OG0003625 9184 1 5788 6 8167 1
OG0003626 1339 10 1339 2 - 0
OG0003627 496 2 301 4 499 4
OG0003629 2161 18 1387 2 - 0
OG0003630 1600 10 1615 4 - 0
OG0003631 1747 1 - 0 - 0
OG0003633 1015 3 1129 1 943 0
OG0003635 1714 7 1714 3 - 0
OG0003636 - 0 - 0 - 0
OG0003637 397 0 - 0 - 0
OG0003638 1396 14 1396 2 - 0
OG0003639 - 0 922 0 - 0
OG0003640 1021 0 - 0 - 0
OG0003641 6154 29 4777 13 - 0
OG0003644 1873 21 1888 2 - 0
OG0003645 - 0 - 0 - 0
OG0003646 - 0 880 1 - 0
OG0003647 2047 10 2047 5 - 0
OG0003648 1984 9 - 0 - 0
OG0003649 - 0 4507 3 - 0
OG0003650 - 0 808 1 - 0
OG0003651 - 0 583 1 - 0
OG0003652 514 0 - 0 - 0
OG0003655 856 10 829 0 - 0
OG0003656 1564 5 2605 1 - 0
OG0003657 988 3 - 0 1042 0
OG0003658 361 1 - 0 - 0
OG0003659 1024 2 649 0 - 0
OG0003660 745 1 - 0 - 0
OG0003661 - 0 1933 0 - 0
OG0003662 4834 16 2452 0 5062 1
OG0003663 814 4 814 2 673 0
OG0003664 610 2 - 0 - 0
OG0003666 1603 14 478 1 1099 0
OG0003667 2833 14 2821 7 - 0
OG0003669 - 0 - 0 - 0
OG0003670 742 3 421 0 - 0
OG0003672 328 3 - 0 - 0
OG0003675 1543 0 883 1 - 0
OG0003676 1084 4 736 12 991 13
OG0003677 1330 0 - 0 - 0
OG0003679 1270 14 - 0 979 0
OG0003680 1717 4 1717 7 1711 4
OG0003681 604 0 - 0 - 0
OG0003682 790 3 - 0 - 0
OG0003684 1363 0 - 0 - 0
OG0003685 724 5 - 0 - 0
OG0003689 1636 11 1636 2 - 0
OG0003690 - 0 - 0 - 0
OG0003691 1183 3 1183 3 - 0
OG0003692 1312 10 1060 4 - 0
OG0003693 2086 4 2104 6 - 0
OG0003694 1996 12 1525 1 - 0
OG0003695 2020 11 2020 2 2050 0
OG0003697 1012 0 1012 0 - 0
OG0003698 910 7 919 2 - 0
OG0003699 1501 20 1279 3 - 0
OG0003701 1003 2 - 0 - 0
OG0003702 919 7 - 0 - 0
OG0003703 913 11 709 3 - 0
OG0003707 1147 0 - 0 - 0
OG0003708 1855 5 1498 1 1225 0
OG0003710 610 1 715 1 - 0
OG0003711 1738 8 1738 7 - 0
OG0003712 865 4 - 0 - 0
OG0003713 2848 18 3370 8 - 0
OG0003716 - 0 - 0 - 0
OG0003717 1264 5 1471 1 - 0
OG0003718 - 0 1510 3 - 0
OG0003720 1429 2 1429 3 - 0
OG0003721 5389 25 5389 13 - 0
OG0003722 1489 10 1777 12 - 0
OG0003723 2311 3 2311 2 - 0
OG0003724 346 1 - 0 - 0
OG0003726 - 0 718 2 - 0
OG0003727 1576 6 1378 6 - 0
OG0003728 11335 2 11464 21 11353 96
OG0003729 955 1 973 2 - 0
OG0003730 - 0 - 0 - 0
OG0003731 - 0 826 3 - 0
OG0003732 2068 7 1201 4 - 0
OG0003733 - 0 535 1 - 0
OG0003734 1270 2 1315 2 - 0
OG0003735 802 8 - 0 - 0
OG0003736 - 0 - 0 - 0
OG0003737 - 0 - 0 - 0
OG0003740 1666 2 1666 3 - 0
OG0003741 1360 2 - 0 - 0
OG0003742 790 9 643 7 - 0
OG0003743 445 1 - 0 - 0
OG0003744 1165 5 1165 2 - 0
OG0003745 - 0 949 1 - 0
OG0003747 1540 4 622 1 - 0
OG0003748 1564 6 - 0 - 0
OG0003749 478 1 421 2 478 0
OG0003750 844 2 844 2 1276 3
OG0003751 1783 4 1783 1 - 0
OG0003752 2179 40 2956 6 3577 1
OG0003753 1486 2 1060 2 - 0
OG0003755 937 0 889 3 - 0
OG0003756 370 1 - 0 - 0
OG0003757 - 0 1153 2 - 0
OG0003758 841 5 - 0 - 0
OG0003759 - 0 - 0 - 0
OG0003763 1024 4 - 0 - 0
OG0003765 880 0 - 0 - 0
OG0003766 877 6 1270 2 613 0
OG0003768 406 1 370 1 - 0
OG0003769 1135 4 - 0 - 0
OG0003771 508 2 - 0 - 0
OG0003774 - 0 1801 0 2452 1
OG0003777 1987 0 - 0 - 0
OG0003778 997 9 967 4 - 0
OG0003780 409 5 412 2 - 0
OG0003781 9808 64 11830 16 9493 0
OG0003782 - 0 709 1 - 0
OG0003783 1006 13 1006 6 1015 1
OG0003785 3763 2 3835 1 - 0
OG0003786 949 4 - 0 838 0
OG0003787 - 0 - 0 - 0
OG0003788 1192 1 1708 1 - 0
OG0003789 610 0 1870 1 - 0
OG0003790 3724 23 3724 3 - 0
OG0003792 1639 1 1210 0 - 0
OG0003794 3913 10 2986 21 4072 42
OG0003795 2371 13 2371 4 - 0
OG0003796 583 9 583 4 - 0
OG0003797 - 0 - 0 - 0
OG0003798 1720 1 - 0 - 0
OG0003800 928 3 928 2 - 0
OG0003801 496 0 385 0 - 0
OG0003802 1237 4 973 2 - 0
OG0003803 1417 4 1417 7 - 0
OG0003804 - 0 1753 6 - 0
OG0003805 1411 3 - 0 1018 0
OG0003806 352 1 466 1 - 0
OG0003807 739 0 - 0 - 0
OG0003808 1459 5 1807 3 - 0
OG0003809 - 0 508 3 - 0
OG0003811 - 0 1621 1 1369 0
OG0003813 1336 6 - 0 - 0
OG0003815 2452 12 2452 5 - 0
