OG BAT_len BAT_nvar BGM_len BGM_nvar BRO_len BRO_nvar
OG0003266 - 0 - 0 - 0
OG0003267 - 0 1951 16 - 0
OG0003268 - 0 - 0 - 0
OG0003269 - 0 - 0 - 0
OG0003270 - 0 715 1 - 0
OG0003271 - 0 2191 18 - 0
OG0003272 - 0 - 0 - 0
OG0003273 - 0 - 0 - 0
OG0003274 - 0 4453 3 - 0
OG0003275 - 0 3187 1 - 0
OG0003276 - 0 481 4 - 0
OG0003277 - 0 - 0 - 0
OG0003279 - 0 2464 3 - 0
OG0003280 - 0 2305 1 - 0
OG0003281 1234 6 - 0 - 0
OG0003282 2713 8 2323 11 - 0
OG0003284 - 0 559 1 - 0
OG0003285 - 0 - 0 - 0
OG0003286 - 0 1471 4 - 0
OG0003287 - 0 475 1 - 0
OG0003288 2164 22 22417 7 1447 27
OG0003289 - 0 - 0 886 4
OG0003290 - 0 - 0 - 0
OG0003291 - 0 1234 1 - 0
OG0003292 - 0 4036 19 - 0
OG0003293 1648 4 - 0 - 0
OG0003294 - 0 1216 5 - 0
OG0003295 - 0 1318 1 - 0
OG0003297 - 0 3163 2 - 0
OG0003299 - 0 3670 1 - 0
OG0003300 1723 7 3301 13 - 0
OG0003301 - 0 931 4 - 0
OG0003302 - 0 445 1 - 0
OG0003303 - 0 - 0 - 0
OG0003304 - 0 - 0 - 0
OG0003305 - 0 697 3 - 0
OG0003307 - 0 1594 4 - 0
OG0003308 - 0 1213 1 - 0
OG0003309 - 0 1471 9 - 0
OG0003310 - 0 - 0 - 0
OG0003312 - 0 2785 10 - 0
OG0003313 - 0 1996 3 - 0
OG0003314 - 0 1309 3 376 17
OG0003315 - 0 - 0 - 0
OG0003316 - 0 1000 5 - 0
OG0003317 - 0 - 0 - 0
OG0003318 - 0 718 5 - 0
OG0003319 - 0 2578 1 - 0
OG0003320 - 0 1426 2 - 0
OG0003321 1342 9 10729 45 - 0
OG0003322 - 0 - 0 - 0
OG0003323 - 0 1150 2 - 0
OG0003324 - 0 5443 8 - 0
OG0003325 - 0 - 0 - 0
OG0003326 - 0 742 1 424 19
OG0003327 - 0 1060 6 - 0
OG0003328 - 0 - 0 - 0
OG0003329 - 0 1399 2 - 0
OG0003330 - 0 430 1 - 0
OG0003331 - 0 - 0 - 0
OG0003332 2122 2 895 3 - 0
OG0003333 2086 15 1345 1 1789 2
OG0003335 - 0 985 14 - 0
OG0003336 - 0 - 0 - 0
OG0003337 967 5 1651 2 - 0
OG0003338 - 0 - 0 - 0
OG0003339 1129 13 928 1 - 0
OG0003341 - 0 - 0 - 0
OG0003343 - 0 1054 12 - 0
OG0003344 - 0 2179 1 - 0
OG0003345 - 0 748 3 - 0
OG0003346 1096 3 3769 8 - 0
OG0003347 - 0 2080 9 - 0
OG0003348 - 0 1627 12 - 0
OG0003349 3103 2 469 1 - 0
OG0003350 - 0 1390 3 - 0
OG0003351 - 0 - 0 - 0
OG0003353 - 0 517 2 - 0
OG0003354 - 0 - 0 - 0
OG0003355 3097 5 1381 4 - 0
OG0003357 - 0 - 0 - 0
OG0003358 - 0 - 0 - 0
OG0003359 - 0 469 1 - 0
OG0003360 - 0 - 0 - 0
OG0003361 - 0 3127 3 664 14
OG0003362 - 0 - 0 475 15
OG0003363 - 0 2014 3 - 0
OG0003364 - 0 1807 18 - 0
OG0003365 601 2 775 2 - 0
OG0003367 3148 8 - 0 1720 4
OG0003368 - 0 2071 1 859 23
OG0003369 - 0 2044 1 - 0
OG0003370 - 0 3247 6 - 0
OG0003371 - 0 793 6 1516 2
OG0003372 - 0 2860 19 - 0
OG0003373 - 0 1195 1 - 0
OG0003374 - 0 3160 2 - 0
OG0003375 - 0 5242 4 - 0
OG0003377 - 0 - 0 - 0
OG0003378 - 0 3907 18 - 0
OG0003380 - 0 973 1 - 0
OG0003381 - 0 673 13 - 0
OG0003382 - 0 709 9 - 0
OG0003383 - 0 364 1 - 0
OG0003384 - 0 1576 5 - 0
OG0003385 - 0 409 2 - 0
OG0003388 - 0 1381 2 - 0
OG0003389 - 0 1657 1 - 0
OG0003390 - 0 - 0 - 0
OG0003392 1081 10 1093 2 - 0
OG0003393 - 0 889 8 - 0
OG0003394 1654 10 3415 5 - 0
OG0003397 - 0 3592 4 - 0
OG0003398 - 0 568 2 - 0
OG0003399 - 0 796 2 310 8
OG0003400 - 0 - 0 - 0
OG0003401 - 0 949 1 - 0
OG0003402 - 0 - 0 - 0
OG0003403 1495 2 2881 2 - 0
OG0003404 - 0 1105 2 - 0
OG0003405 - 0 1630 2 - 0
OG0003406 - 0 - 0 - 0
OG0003407 - 0 - 0 - 0
OG0003408 - 0 1525 4 - 0
OG0003410 - 0 796 5 - 0
OG0003411 - 0 397 1 - 0
OG0003412 - 0 1384 1 - 0
OG0003414 - 0 2398 11 - 0
OG0003415 - 0 1390 1 - 0
OG0003418 - 0 1903 1 - 0
OG0003419 - 0 - 0 - 0
OG0003421 - 0 1072 1 - 0
OG0003422 2899 5 4645 11 - 0
OG0003424 - 0 - 0 - 0
OG0003426 - 0 1243 2 - 0
OG0003427 1516 9 1867 2 - 0
OG0003428 - 0 1417 7 - 0
OG0003429 - 0 - 0 - 0
OG0003430 - 0 1096 1 - 0
OG0003431 - 0 8446 42 991 43
OG0003432 1276 25 2233 5 - 0
OG0003433 - 0 3736 11 - 0
OG0003434 - 0 - 0 - 0
OG0003435 934 6 463 1 - 0
OG0003436 - 0 - 0 - 0
OG0003437 - 0 2119 1 - 0
OG0003438 940 5 2812 2 - 0
OG0003439 - 0 - 0 - 0
OG0003440 - 0 700 2 - 0
OG0003443 - 0 1000 1 - 0
OG0003444 - 0 - 0 - 0
OG0003447 613 27 1336 4 - 0
OG0003448 - 0 2686 7 - 0
OG0003450 685 2 865 3 - 0
OG0003451 - 0 - 0 - 0
OG0003452 - 0 790 2 - 0
OG0003454 - 0 658 4 - 0
OG0003455 - 0 1690 1 - 0
OG0003457 - 0 1510 1 - 0
OG0003458 - 0 - 0 - 0
OG0003459 - 0 - 0 - 0
OG0003460 - 0 952 1 - 0
OG0003461 - 0 1966 2 - 0
OG0003463 - 0 3718 10 - 0
OG0003464 - 0 1342 5 - 0
OG0003465 - 0 - 0 - 0
OG0003466 - 0 - 0 376 12
OG0003467 - 0 1765 1 - 0
OG0003469 - 0 721 3 - 0
OG0003470 - 0 1120 1 - 0
OG0003472 - 0 616 1 - 0
OG0003473 - 0 - 0 - 0
OG0003474 - 0 1363 3 - 0
OG0003475 1363 4 - 0 - 0
OG0003476 - 0 - 0 - 0
OG0003477 - 0 - 0 - 0
OG0003478 - 0 - 0 - 0
OG0003479 - 0 775 4 - 0
OG0003480 - 0 331 12 - 0
OG0003482 - 0 3229 8 - 0
OG0003483 - 0 - 0 - 0
OG0003485 - 0 2371 15 - 0
OG0003486 4396 29 3517 6 - 0
OG0003487 - 0 1027 6 - 0
OG0003490 - 0 1600 2 - 0
OG0003491 - 0 - 0 - 0
OG0003494 - 0 - 0 - 0
OG0003495 - 0 19984 17 - 0
OG0003496 - 0 1507 1 562 13
OG0003497 - 0 649 2 - 0
OG0003498 - 0 - 0 - 0
OG0003499 1507 7 1579 5 - 0
OG0003500 - 0 5761 4 - 0
OG0003501 1144 8 - 0 - 0
OG0003502 - 0 2863 8 - 0
OG0003503 - 0 - 0 - 0
OG0003504 1048 4 2794 1 - 0
OG0003505 - 0 985 2 - 0
OG0003506 1111 5 2080 19 - 0
OG0003507 - 0 3517 5 - 0
OG0003508 - 0 760 1 - 0
OG0003509 - 0 2161 5 - 0
OG0003510 - 0 - 0 - 0
OG0003513 - 0 3538 1 553 19
OG0003514 - 0 - 0 - 0
OG0003516 - 0 2926 8 - 0
OG0003517 - 0 - 0 - 0
OG0003519 - 0 - 0 - 0
OG0003520 - 0 4084 16 - 0
OG0003521 - 0 - 0 - 0
OG0003522 - 0 - 0 - 0
OG0003523 - 0 382 2 - 0
OG0003524 1012 17 - 0 - 0
OG0003525 490 14 2449 9 - 0
OG0003526 - 0 778 2 - 0
OG0003527 - 0 2986 3 - 0
OG0003528 - 0 976 7 - 0
OG0003529 - 0 - 0 - 0
OG0003530 - 0 994 6 - 0
OG0003531 - 0 1417 5 - 0
OG0003532 - 0 - 0 - 0
OG0003533 - 0 3070 2 - 0
OG0003534 - 0 2104 10 - 0
OG0003535 - 0 - 0 - 0
OG0003536 - 0 1234 3 - 0
OG0003537 1975 2 814 2 - 0
OG0003538 - 0 991 1 - 0
OG0003539 1471 6 - 0 - 0
OG0003540 - 0 514 4 - 0
OG0003541 - 0 - 0 1540 2
OG0003542 - 0 - 0 - 0
OG0003543 - 0 799 3 - 0
OG0003544 - 0 - 0 - 0
OG0003546 - 0 1738 1 - 0
OG0003547 - 0 1153 2 - 0
OG0003548 - 0 - 0 - 0
OG0003549 - 0 2674 3 1207 2
OG0003551 - 0 - 0 - 0
OG0003552 - 0 1255 3 - 0
OG0003553 - 0 811 5 - 0
OG0003554 - 0 1330 5 - 0
OG0003555 - 0 7768 17 1027 8
OG0003556 - 0 2287 4 1120 38
OG0003557 2539 4 2218 4 3478 4
OG0003558 - 0 - 0 - 0
OG0003560 - 0 3880 10 - 0
OG0003561 - 0 2938 2 - 0
OG0003562 - 0 - 0 - 0
OG0003564 - 0 3871 3 - 0
OG0003565 - 0 3196 2 - 0
OG0003566 - 0 - 0 - 0
OG0003567 - 0 2254 1 - 0
OG0003568 - 0 - 0 - 0
OG0003570 - 0 3022 2 - 0
OG0003571 - 0 1285 2 - 0
OG0003572 - 0 - 0 - 0
OG0003573 - 0 1564 4 - 0
OG0003574 - 0 1762 4 - 0
OG0003575 - 0 1348 2 - 0
OG0003576 - 0 784 3 - 0
OG0003578 - 0 940 1 - 0
OG0003579 - 0 - 0 - 0
OG0003580 - 0 - 0 - 0
OG0003581 - 0 - 0 - 0
OG0003582 - 0 - 0 - 0
OG0003583 985 7 1180 3 - 0
OG0003584 - 0 - 0 - 0
OG0003585 - 0 2659 11 - 0
OG0003586 - 0 544 3 - 0
OG0003588 - 0 - 0 - 0
OG0003589 - 0 - 0 - 0
OG0003591 - 0 4402 25 - 0
OG0003592 - 0 1051 1 - 0
OG0003593 - 0 - 0 - 0
OG0003594 - 0 658 1 - 0
OG0003595 - 0 2602 4 - 0
OG0003596 - 0 1708 2 - 0
OG0003597 - 0 6469 6 - 0
OG0003598 - 0 - 0 - 0
OG0003599 - 0 2179 3 - 0
OG0003600 - 0 - 0 - 0
OG0003601 - 0 2566 8 - 0
OG0003602 - 0 - 0 - 0
OG0003604 - 0 5041 7 424 15
OG0003605 - 0 1246 2 - 0
OG0003606 - 0 2254 1 - 0
OG0003607 - 0 2803 1 - 0
OG0003608 - 0 - 0 - 0
OG0003609 - 0 577 3 - 0
OG0003610 - 0 322 2 - 0
OG0003611 2560 5 3877 2 - 0
OG0003612 - 0 967 1 - 0
OG0003613 - 0 - 0 - 0
OG0003614 - 0 1150 2 - 0
OG0003615 - 0 7528 1 - 0
OG0003616 - 0 2170 6 - 0
OG0003617 - 0 655 1 - 0
OG0003619 - 0 694 1 - 0
OG0003620 - 0 721 1 466 19
OG0003621 - 0 - 0 - 0
OG0003622 - 0 - 0 - 0
OG0003624 - 0 1579 3 - 0
OG0003625 - 0 3658 8 - 0
OG0003627 - 0 - 0 - 0
OG0003628 - 0 - 0 - 0
OG0003629 - 0 - 0 - 0
OG0003631 - 0 2524 3 562 24
OG0003632 - 0 1111 2 - 0
OG0003633 - 0 3742 15 - 0
OG0003634 - 0 1303 1 - 0
OG0003636 3352 120 2326 4 - 0
OG0003637 1411 10 4072 6 - 0
OG0003638 - 0 - 0 - 0
OG0003639 - 0 - 0 - 0
OG0003641 742 39 2518 11 307 21
OG0003642 - 0 1801 1 - 0
OG0003643 - 0 1663 7 - 0
OG0003644 - 0 - 0 - 0
OG0003645 - 0 1258 2 - 0
OG0003647 - 0 718 1 - 0
OG0003649 - 0 - 0 - 0
OG0003650 - 0 844 1 - 0
OG0003651 1618 10 - 0 - 0
OG0003653 1348 19 - 0 - 0
OG0003654 - 0 - 0 - 0
OG0003655 4207 26 652 4 - 0
OG0003656 - 0 1096 4 - 0
OG0003657 - 0 - 0 - 0
OG0003658 - 0 2536 6 - 0
OG0003660 - 0 1249 1 - 0
OG0003661 - 0 - 0 - 0
OG0003662 - 0 856 1 - 0
OG0003663 - 0 1294 2 - 0
OG0003664 2704 12 - 0 - 0
OG0003666 - 0 1321 2 - 0
OG0003667 - 0 1705 1 - 0
OG0003668 - 0 - 0 - 0
OG0003669 - 0 682 1 - 0
OG0003671 - 0 3316 2 - 0
OG0003672 - 0 2623 6 547 29
OG0003673 - 0 - 0 - 0
OG0003675 - 0 - 0 - 0
OG0003676 - 0 3604 2 - 0
OG0003677 - 0 5560 4 - 0
OG0003678 - 0 349 1 - 0
OG0003679 - 0 376 3 - 0
OG0003680 - 0 1474 5 697 22
OG0003681 - 0 - 0 - 0
OG0003682 - 0 1021 3 - 0
OG0003683 - 0 748 1 - 0
OG0003684 - 0 4381 2 2353 19
OG0003687 - 0 1267 2 - 0
OG0003688 - 0 1573 3 2356 6
OG0003689 553 2 2179 1 - 0
OG0003690 - 0 700 1 - 0
OG0003691 - 0 367 1 - 0
OG0003692 - 0 1525 1 - 0
OG0003693 - 0 - 0 - 0
OG0003694 - 0 1888 6 - 0
OG0003695 - 0 1810 1 - 0
OG0003696 - 0 - 0 - 0
OG0003697 - 0 1285 1 - 0
OG0003698 - 0 802 7 - 0
OG0003699 - 0 2017 6 - 0
OG0003700 - 0 - 0 - 0
OG0003701 - 0 - 0 - 0
OG0003702 - 0 1693 2 - 0
OG0003703 - 0 448 3 - 0
OG0003706 - 0 478 1 - 0
OG0003708 - 0 2011 1 - 0
OG0003709 - 0 - 0 - 0
OG0003710 - 0 646 5 - 0
OG0003712 - 0 766 3 - 0
OG0003713 - 0 934 7 904 16
OG0003715 - 0 - 0 - 0
OG0003716 - 0 787 4 - 0
OG0003717 - 0 1618 18 - 0
OG0003718 - 0 1144 17 - 0
OG0003721 - 0 1195 1 1846 60
OG0003722 - 0 976 1 - 0
OG0003724 - 0 3235 1 - 0
OG0003726 - 0 754 2 - 0
OG0003727 - 0 5662 10 - 0
OG0003728 - 0 - 0 - 0
OG0003729 - 0 - 0 - 0
OG0003730 - 0 1528 5 - 0
OG0003731 - 0 1555 4 - 0
OG0003732 - 0 2626 4 1753 20
OG0003733 - 0 847 10 - 0
OG0003735 - 0 - 0 367 11
OG0003736 - 0 532 3 - 0
OG0003737 - 0 - 0 424 19
OG0003738 - 0 1171 7 - 0
OG0003739 - 0 1522 1 - 0
OG0003740 - 0 6340 3 - 0
OG0003741 - 0 649 2 - 0
OG0003742 - 0 3148 3 - 0
OG0003743 - 0 - 0 - 0
OG0003745 - 0 2629 5 - 0
OG0003746 - 0 - 0 - 0
OG0003747 - 0 - 0 - 0
OG0003748 - 0 2878 2 - 0
OG0003749 - 0 - 0 - 0
OG0003750 - 0 - 0 - 0
OG0003751 - 0 928 3 - 0
OG0003752 - 0 316 9 814 2
OG0003753 - 0 967 2 - 0
OG0003754 - 0 - 0 - 0
OG0003755 2008 15 2959 3 - 0
OG0003756 - 0 - 0 - 0
OG0003758 436 20 7795 17 - 0
OG0003759 - 0 955 37 - 0
OG0003760 - 0 1117 2 - 0
OG0003762 - 0 1807 7 - 0
OG0003763 - 0 1258 4 - 0
OG0003764 - 0 1339 4 - 0
OG0003765 - 0 3754 4 - 0
OG0003766 394 9 5296 4 - 0
OG0003769 - 0 700 5 - 0
OG0003770 - 0 835 1 - 0
OG0003771 - 0 3310 15 - 0
OG0003772 - 0 - 0 - 0
OG0003773 - 0 14785 32 - 0
OG0003774 - 0 2419 2 - 0
OG0003775 - 0 - 0 - 0
OG0003776 - 0 4087 35 - 0
OG0003778 - 0 2389 12 - 0
OG0003779 - 0 1318 3 - 0
OG0003780 - 0 1339 1 - 0
OG0003781 - 0 - 0 - 0
OG0003782 - 0 1267 1 - 0
OG0003783 - 0 412 3 - 0
OG0003784 - 0 - 0 - 0
OG0003785 - 0 961 1 - 0
OG0003786 - 0 1837 3 - 0
OG0003787 1111 4 1855 2 - 0
OG0003789 - 0 460 1 - 0
OG0003790 - 0 463 1 - 0
OG0003792 - 0 1183 5 - 0
OG0003794 - 0 361 2 - 0
OG0003795 - 0 694 5 - 0
OG0003796 - 0 604 1 - 0
OG0003797 - 0 916 2 - 0
OG0003800 - 0 - 0 547 6
OG0003801 - 0 1234 2 - 0
OG0003802 - 0 5254 25 - 0
OG0003803 - 0 2215 8 - 0
OG0003804 - 0 1255 2 - 0
OG0003807 - 0 1573 2 - 0
OG0003808 - 0 2260 2 - 0
OG0003811 - 0 1465 4 - 0
OG0003812 3241 56 3055 2 538 2
OG0003813 1789 2 4456 13 - 0
OG0003814 - 0 - 0 - 0
OG0003815 - 0 2503 4 - 0
OG0003816 - 0 - 0 - 0
OG0003817 - 0 739 1 - 0
OG0003818 - 0 6217 3 - 0
OG0003819 1732 5 6262 3 - 0
OG0003821 - 0 1690 3 - 0
OG0003822 - 0 - 0 - 0
OG0003823 - 0 817 3 - 0
OG0003824 - 0 - 0 - 0
OG0003826 - 0 745 4 - 0
OG0003827 3958 14 4753 21 - 0
OG0003829 - 0 - 0 - 0
OG0003830 - 0 571 1 - 0
OG0003831 - 0 6700 16 - 0
OG0003834 - 0 - 0 - 0
OG0003836 - 0 1711 4 - 0
OG0003837 - 0 2209 4 - 0
OG0003838 - 0 1345 2 - 0
OG0003840 - 0 1573 14 - 0
OG0003843 - 0 - 0 - 0
OG0003845 - 0 4066 7 - 0
OG0003846 - 0 1663 7 - 0
OG0003847 - 0 - 0 - 0
OG0003849 - 0 3190 2 - 0
OG0003850 - 0 - 0 - 0
OG0003851 - 0 - 0 - 0
OG0003852 412 2 - 0 - 0
OG0003853 1165 7 823 3 - 0
OG0003854 - 0 - 0 - 0
OG0003855 1681 9 607 13 - 0
OG0003856 1636 20 - 0 - 0
OG0003857 - 0 - 0 - 0
OG0003858 - 0 1519 4 790 18
OG0003859 - 0 1327 5 - 0
OG0003860 - 0 7153 7 - 0
OG0003861 517 2 - 0 - 0
OG0003862 - 0 2392 7 - 0
OG0003863 - 0 - 0 - 0
OG0003864 - 0 - 0 - 0
OG0003865 - 0 - 0 - 0
OG0003867 - 0 - 0 - 0
OG0003868 - 0 - 0 - 0
OG0003869 - 0 4315 9 - 0
OG0003870 - 0 376 2 - 0
OG0003871 - 0 826 1 - 0
OG0003872 2818 22 4918 12 - 0
OG0003873 - 0 2458 9 - 0
OG0003874 718 30 5770 4 - 0
OG0003875 - 0 - 0 - 0
OG0003877 - 0 2518 1 - 0
OG0003879 - 0 859 3 - 0
OG0003880 - 0 - 0 - 0
OG0003881 - 0 799 3 - 0
OG0003882 - 0 529 1 - 0
OG0003883 - 0 - 0 - 0
OG0003884 - 0 1345 13 - 0
OG0003885 - 0 - 0 - 0
OG0003887 - 0 1162 5 - 0
OG0003888 - 0 - 0 - 0
OG0003889 - 0 2047 2 - 0
OG0003890 - 0 2725 1 - 0
OG0003891 - 0 1084 9 - 0
OG0003892 - 0 946 3 - 0
OG0003893 - 0 796 1 - 0
OG0003894 - 0 490 3 - 0
OG0003895 - 0 4360 1 - 0
OG0003896 - 0 1723 3 - 0
OG0003897 - 0 - 0 - 0
OG0003900 - 0 - 0 - 0
OG0003903 - 0 1240 1 - 0
OG0003904 - 0 2527 14 - 0
OG0003905 - 0 4348 3 - 0
OG0003906 - 0 - 0 - 0
OG0003907 - 0 3400 6 - 0
OG0003908 - 0 - 0 - 0
OG0003909 - 0 - 0 - 0
OG0003911 - 0 1885 4 - 0
OG0003912 - 0 - 0 - 0
OG0003913 - 0 4204 2 - 0
OG0003914 - 0 4699 7 - 0
OG0003915 - 0 1372 4 - 0
OG0003916 - 0 1063 1 - 0
OG0003917 - 0 - 0 - 0
OG0003918 - 0 - 0 - 0
OG0003919 - 0 3541 17 - 0
OG0003920 - 0 778 5 - 0
OG0003921 - 0 - 0 - 0
OG0003922 - 0 703 1 - 0
OG0003923 3199 7 4429 27 - 0
OG0003924 - 0 1312 2 - 0
OG0003925 - 0 1459 1 - 0
OG0003926 - 0 - 0 - 0
OG0003927 - 0 - 0 - 0
OG0003929 - 0 2932 10 - 0
OG0003930 - 0 - 0 - 0
OG0003933 - 0 7255 2 - 0
OG0003935 - 0 1273 7 - 0
OG0003936 - 0 367 1 - 0
OG0003937 511 3 1807 5 - 0
OG0003938 - 0 736 1 - 0
OG0003939 - 0 1084 3 - 0
OG0003940 - 0 3115 1 - 0
OG0003941 - 0 - 0 - 0
OG0003942 - 0 - 0 - 0
OG0003943 - 0 - 0 - 0
OG0003945 - 0 856 3 - 0
OG0003948 - 0 - 0 - 0
OG0003949 - 0 - 0 - 0
OG0003950 - 0 2104 5 - 0
OG0003953 - 0 412 2 - 0
OG0003954 - 0 - 0 - 0
OG0003955 - 0 - 0 - 0
OG0003956 - 0 2041 2 - 0
OG0003957 - 0 1519 3 - 0
OG0003958 - 0 5443 8 - 0
OG0003959 - 0 1591 5 - 0
OG0003961 - 0 418 1 - 0
OG0003962 - 0 - 0 - 0
OG0003963 - 0 - 0 - 0
OG0003965 - 0 - 0 - 0
OG0003966 - 0 1732 2 - 0
OG0003967 - 0 331 2 - 0
OG0003969 - 0 754 1 - 0
OG0003970 - 0 - 0 - 0
OG0003971 - 0 1933 27 400 3
OG0003972 - 0 1060 3 3511 2
OG0003973 - 0 - 0 - 0
OG0003977 - 0 3547 26 - 0
OG0003978 - 0 1483 2 - 0
OG0003979 - 0 - 0 - 0
OG0003980 - 0 1939 2 - 0
OG0003981 298 8 4198 8 - 0
OG0003982 - 0 1303 6 - 0
OG0003984 - 0 - 0 - 0
OG0003985 - 0 1870 2 - 0
OG0003986 - 0 - 0 - 0
OG0003987 - 0 1870 7 - 0
OG0003988 - 0 1447 1 - 0
OG0003989 - 0 - 0 - 0
OG0003991 - 0 1393 5 - 0
OG0003992 - 0 961 7 - 0
OG0003993 - 0 - 0 - 0
OG0003994 - 0 4627 21 - 0
OG0003995 - 0 - 0 - 0
OG0003996 - 0 1780 1 - 0
OG0003997 - 0 823 1 - 0
OG0003998 - 0 2797 1 - 0
OG0003999 - 0 1249 2 877 7
OG0004000 - 0 799 1 6340 8
OG0004001 - 0 - 0 - 0
OG0004002 - 0 1591 2 - 0
OG0004003 - 0 424 1 - 0
OG0004004 - 0 2059 5 - 0
OG0004005 - 0 400 1 - 0
OG0004007 - 0 1363 4 - 0
OG0004008 - 0 - 0 - 0
OG0004009 - 0 - 0 - 0
OG0004010 - 0 - 0 1489 36
OG0004011 - 0 1786 1 - 0
OG0004012 598 2 1495 4 - 0
OG0004013 - 0 319 2 - 0
OG0004014 - 0 313 10 - 0
OG0004015 319 2 - 0 - 0
OG0004016 - 0 - 0 - 0
OG0004017 - 0 808 1 - 0
OG0004018 - 0 2539 1 - 0
OG0004019 - 0 - 0 - 0
OG0004020 - 0 - 0 - 0
OG0004021 - 0 2809 6 - 0
OG0004022 - 0 - 0 - 0
OG0004023 - 0 1378 2 - 0
OG0004024 - 0 1000 7 - 0
OG0004025 - 0 3112 10 1384 2
OG0004026 4861 19 3622 7 - 0
OG0004027 - 0 571 3 - 0
OG0004028 - 0 1864 23 - 0
OG0004030 - 0 1153 1 - 0
OG0004031 - 0 - 0 - 0
OG0004032 - 0 1570 1 - 0
OG0004033 - 0 1144 1 - 0
OG0004034 1003 8 1732 1 - 0
OG0004035 - 0 - 0 - 0
OG0004036 - 0 1858 1 - 0
