OG BAT_len BAT_nvar BGM_len BGM_nvar BRO_len BRO_nvar
OG0003195 7093 15 7093 6 - 0
OG0003196 3244 14 3232 5 1819 0
OG0003198 - 0 460 0 - 0
OG0003199 4024 2 - 0 4087 0
OG0003200 - 0 2146 2 - 0
OG0003201 1348 2 - 0 - 0
OG0003202 2542 0 1759 0 2542 0
OG0003203 - 0 - 0 - 0
OG0003205 - 0 - 0 1273 1
OG0003207 - 0 1759 1 - 0
OG0003208 1915 18 1900 9 1798 11
OG0003209 2275 8 - 0 - 0
OG0003210 - 0 - 0 - 0
OG0003212 - 0 - 0 - 0
OG0003213 2146 0 2131 4 - 0
OG0003214 - 0 - 0 - 0
OG0003215 - 0 1012 0 1228 1
OG0003217 772 8 772 1 - 0
OG0003218 637 2 - 0 - 0
OG0003220 1165 8 1786 4 - 0
OG0003221 2164 7 2164 0 - 0
OG0003222 2791 11 - 0 - 0
OG0003223 3718 15 2734 1 3751 0
OG0003224 2914 15 2857 1 2839 0
OG0003226 1783 7 1783 6 1783 2
OG0003227 1447 10 775 1 - 0
OG0003228 - 0 508 3 - 0
OG0003229 649 0 541 1 - 0
OG0003230 523 1 - 0 - 0
OG0003231 2347 5 - 0 - 0
OG0003232 1558 12 - 0 - 0
OG0003233 1075 6 1429 0 - 0
OG0003234 - 0 1252 0 - 0
OG0003235 2449 47 1276 17 1108 29
OG0003236 862 4 772 3 - 0
OG0003237 - 0 1483 0 - 0
OG0003238 1417 3 - 0 1384 0
OG0003239 - 0 - 0 - 0
OG0003240 - 0 2587 1 - 0
OG0003241 - 0 2605 9 - 0
OG0003242 2584 18 2503 9 - 0
OG0003244 1618 2 1618 5 - 0
OG0003245 - 0 - 0 - 0
OG0003246 - 0 - 0 - 0
OG0003247 3355 2 - 0 - 0
OG0003248 1513 5 1510 2 1291 0
OG0003249 1240 6 1240 4 - 0
OG0003250 643 0 619 1 - 0
OG0003251 1021 0 1021 0 - 0
OG0003252 412 0 - 0 - 0
OG0003253 - 0 745 0 - 0
OG0003254 - 0 - 0 - 0
OG0003257 2065 10 6076 20 6763 0
OG0003259 1699 7 - 0 - 0
OG0003260 - 0 2878 1 - 0
OG0003261 1294 3 - 0 - 0
OG0003263 - 0 - 0 - 0
OG0003264 - 0 1381 0 - 0
OG0003265 3562 26 - 0 - 0
OG0003266 - 0 1123 3 - 0
OG0003267 2932 7 1951 17 - 0
OG0003268 352 3 - 0 - 0
OG0003269 1627 5 - 0 - 0
OG0003270 715 4 - 0 - 0
OG0003271 2191 12 2191 20 - 0
OG0003272 - 0 - 0 - 0
OG0003273 1339 2 - 0 - 0
OG0003274 4453 15 4453 2 - 0
OG0003275 2644 4 3187 1 - 0
OG0003276 2569 2 481 3 - 0
OG0003277 - 0 - 0 - 0
OG0003279 2452 21 2464 2 - 0
OG0003280 3541 11 2305 0 3616 1
OG0003281 - 0 - 0 - 0
OG0003282 1198 6 2323 10 - 0
OG0003284 - 0 559 1 - 0
OG0003285 - 0 - 0 - 0
OG0003286 1456 3 1471 4 - 0
OG0003287 475 4 475 1 - 0
OG0003288 24958 17 22417 9 20428 0
OG0003289 1132 8 1132 1 - 0
OG0003290 802 1 - 0 - 0
OG0003291 - 0 1234 1 - 0
OG0003292 4141 0 4036 6 - 0
OG0003293 - 0 - 0 - 0
OG0003294 - 0 - 0 - 0
OG0003295 - 0 1318 0 - 0
OG0003297 1462 0 3163 2 - 0
OG0003299 5260 17 3670 2 - 0
OG0003300 3301 15 3301 13 - 0
OG0003301 964 6 931 1 - 0
OG0003302 - 0 445 1 - 0
OG0003303 790 0 - 0 - 0
OG0003304 1807 1 - 0 - 0
OG0003305 - 0 697 0 - 0
OG0003307 1594 2 1594 0 - 0
OG0003308 1213 3 1213 1 - 0
OG0003309 1471 1 1471 6 - 0
OG0003310 979 1 - 0 - 0
OG0003312 2755 7 2785 4 - 0
OG0003313 - 0 1996 3 - 0
OG0003314 703 1 1309 3 - 0
OG0003315 727 4 - 0 - 0
OG0003316 1000 0 - 0 - 0
OG0003317 2869 1 - 0 - 0
OG0003318 - 0 718 0 - 0
OG0003319 2596 12 2578 1 - 0
OG0003320 1150 3 1426 3 - 0
OG0003321 11599 63 10729 36 - 0
OG0003322 - 0 - 0 - 0
OG0003323 - 0 1150 2 - 0
OG0003324 5485 0 - 0 - 0
OG0003325 - 0 - 0 - 0
OG0003326 910 1 - 0 - 0
OG0003327 2065 11 1060 4 - 0
OG0003328 1738 9 - 0 - 0
OG0003329 1600 1 1399 0 1828 0
OG0003330 430 0 430 1 - 0
OG0003331 3355 4 - 0 - 0
OG0003332 - 0 895 3 433 0
OG0003333 1351 6 1345 0 2191 6
OG0003335 1309 1 985 6 - 0
OG0003336 2845 3 - 0 - 0
OG0003337 - 0 1651 2 - 0
OG0003338 805 3 - 0 - 0
OG0003339 637 0 928 1 - 0
OG0003341 550 4 - 0 - 0
OG0003343 781 8 1054 12 - 0
OG0003344 1678 4 2179 1 1717 0
OG0003345 748 4 748 3 - 0
OG0003346 4222 22 3769 10 - 0
OG0003347 - 0 2080 0 - 0
OG0003348 1612 1 1627 11 - 0
OG0003349 628 4 469 0 - 0
OG0003350 1987 6 1390 2 1399 1
OG0003351 817 8 - 0 - 0
OG0003353 - 0 517 1 - 0
OG0003354 1294 5 - 0 - 0
OG0003355 1504 7 1381 3 1384 0
OG0003357 - 0 460 1 - 0
OG0003358 922 11 - 0 - 0
OG0003359 469 2 469 1 - 0
OG0003360 1012 1 - 0 - 0
OG0003361 1036 1 3127 2 3202 0
OG0003362 1003 1 - 0 - 0
OG0003363 2998 30 2014 3 - 0
OG0003364 - 0 1807 0 - 0
OG0003365 - 0 775 2 - 0
OG0003367 409 0 - 0 - 0
OG0003368 1423 2 2071 1 2071 3
OG0003369 1819 1 2044 1 - 0
OG0003370 3658 10 3247 3 - 0
OG0003371 739 4 793 1 - 0
OG0003372 2857 8 2860 21 - 0
OG0003373 - 0 1195 1 - 0
OG0003374 - 0 - 0 - 0
OG0003375 8323 36 5242 2 7789 13
OG0003377 1324 4 - 0 - 0
OG0003378 3901 26 3907 16 - 0
OG0003380 - 0 973 1 - 0
OG0003381 1249 6 673 5 1279 0
OG0003382 - 0 709 4 - 0
OG0003383 364 0 364 0 - 0
OG0003384 - 0 1576 5 - 0
OG0003385 523 3 409 2 346 0
OG0003388 1435 1 1381 2 - 0
OG0003389 1921 4 1657 0 - 0
OG0003390 - 0 - 0 - 0
OG0003392 3385 2 1093 2 - 0
OG0003393 955 5 889 8 601 0
OG0003394 2887 8 3415 5 - 0
OG0003397 3592 4 3592 5 - 0
OG0003398 1357 10 568 0 - 0
OG0003399 811 2 796 0 - 0
OG0003400 - 0 - 0 - 0
OG0003401 - 0 949 0 - 0
OG0003402 1123 0 - 0 - 0
OG0003403 2812 16 2881 1 - 0
OG0003404 1852 7 1105 2 - 0
OG0003405 1840 3 1630 2 - 0
OG0003406 - 0 - 0 - 0
OG0003407 2857 3 2518 0 - 0
OG0003408 - 0 1525 0 - 0
OG0003410 2053 16 796 3 - 0
OG0003411 982 1 397 1 - 0
OG0003412 1384 11 - 0 1402 0
OG0003414 - 0 2398 7 - 0
OG0003415 2551 8 1390 1 - 0
OG0003418 - 0 1903 0 - 0
OG0003419 556 1 - 0 - 0
OG0003421 1483 11 1072 0 - 0
OG0003422 8986 39 4645 7 - 0
OG0003424 3346 3 - 0 - 0
OG0003426 1243 12 - 0 - 0
OG0003427 - 0 1867 1 - 0
OG0003428 1420 5 1417 5 - 0
OG0003429 862 0 - 0 - 0
OG0003430 1081 0 1096 2 - 0
OG0003431 8455 51 8446 37 3604 0
OG0003432 2815 7 2233 2 - 0
OG0003433 3724 11 3736 8 3745 0
OG0003434 1051 5 - 0 - 0
OG0003435 1495 2 463 1 - 0
OG0003436 427 6 - 0 - 0
OG0003437 2119 18 2119 2 - 0
OG0003438 2563 3 2812 1 2203 0
OG0003439 - 0 - 0 - 0
OG0003440 700 1 - 0 - 0
OG0003443 2137 9 1000 0 2056 0
OG0003444 565 0 505 1 - 0
OG0003447 628 0 1336 3 1333 0
OG0003448 1768 10 2686 1 - 0
OG0003450 1165 10 865 4 - 0
OG0003451 - 0 - 0 - 0
OG0003452 790 0 - 0 - 0
OG0003454 - 0 658 0 - 0
OG0003455 3292 24 1690 1 - 0
OG0003457 - 0 1510 1 - 0
OG0003458 - 0 - 0 - 0
OG0003459 2203 5 - 0 - 0
OG0003460 1033 0 952 1 - 0
OG0003461 - 0 1966 1 1954 0
OG0003463 3793 2 3718 10 - 0
OG0003464 2542 10 1342 5 - 0
OG0003465 913 1 - 0 - 0
OG0003466 640 1 637 2 - 0
OG0003467 1270 3 1765 1 1801 2
OG0003469 721 2 721 1 - 0
OG0003470 979 0 1120 0 - 0
OG0003472 616 3 616 1 - 0
OG0003473 1066 1 - 0 - 0
OG0003474 1324 3 1363 0 1117 0
OG0003475 - 0 - 0 - 0
OG0003476 928 5 - 0 - 0
OG0003477 1804 3 - 0 - 0
OG0003478 6538 38 - 0 - 0
OG0003479 - 0 775 0 781 0
OG0003480 580 18 331 13 676 16
OG0003482 4168 13 3229 7 - 0
OG0003483 - 0 - 0 - 0
OG0003485 2371 12 2371 15 - 0
OG0003486 3517 15 3517 6 1972 0
OG0003487 1027 0 1027 0 - 0
OG0003490 1924 7 1600 3 1876 1
OG0003491 1372 2 - 0 727 1
OG0003494 1258 9 - 0 - 0
OG0003495 19972 74 19984 14 9724 0
OG0003496 1045 1 - 0 2353 1
OG0003497 769 1 649 1 - 0
OG0003498 1366 1 799 0 - 0
OG0003499 1441 2 1579 3 - 0
OG0003500 5722 29 5761 7 5734 4
OG0003501 1225 10 1225 1 1225 1
OG0003502 5101 3 2863 4 - 0
OG0003503 841 2 - 0 - 0
OG0003504 2758 13 - 0 - 0
OG0003505 955 2 985 1 - 0
OG0003506 2080 11 2080 2 - 0
OG0003507 2296 9 3517 4 - 0
OG0003508 - 0 760 1 - 0
OG0003509 1693 6 2161 3 - 0
OG0003510 1132 5 1132 1 655 0
OG0003513 3529 6 3538 2 1726 0
OG0003514 979 2 - 0 - 0
OG0003516 2926 8 2926 8 2926 1
OG0003517 1555 13 - 0 1264 0
OG0003519 - 0 - 0 - 0
OG0003520 - 0 4084 7 - 0
OG0003521 - 0 - 0 - 0
OG0003522 1183 1 - 0 - 0
OG0003523 - 0 - 0 - 0
OG0003524 445 2 - 0 - 0
OG0003525 2449 11 2449 7 2452 1
OG0003526 874 2 778 0 721 0
OG0003527 3202 0 2986 0 - 0
OG0003528 922 3 976 1 511 5
OG0003529 1387 0 - 0 - 0
OG0003530 994 5 994 7 - 0
OG0003531 1417 2 - 0 - 0
OG0003532 2176 15 2176 0 2176 0
OG0003533 3424 8 3070 2 - 0
OG0003534 2107 10 2104 14 - 0
OG0003535 625 6 - 0 - 0
OG0003536 - 0 1234 2 - 0
OG0003537 814 7 814 1 - 0
OG0003538 979 1 991 1 - 0
OG0003539 739 1 - 0 - 0
OG0003540 - 0 514 1 1441 0
OG0003541 1276 8 - 0 601 0
OG0003542 844 1 - 0 - 0
OG0003543 1087 5 799 0 - 0
OG0003544 - 0 - 0 - 0
OG0003546 1738 0 1738 0 - 0
OG0003547 - 0 1153 0 - 0
OG0003548 1441 0 - 0 - 0
OG0003549 2674 16 2674 2 - 0
OG0003551 - 0 - 0 - 0
OG0003552 2497 6 1255 3 - 0
OG0003553 1003 3 811 3 - 0
OG0003554 - 0 1330 5 - 0
OG0003555 8689 29 7768 15 - 0
OG0003556 2287 3 2287 4 - 0
OG0003557 - 0 2218 3 - 0
OG0003558 490 1 - 0 - 0
OG0003560 3295 11 3880 7 - 0
OG0003561 2941 13 - 0 - 0
OG0003562 1567 3 643 0 - 0
OG0003564 3868 10 - 0 - 0
OG0003565 - 0 3196 2 - 0
OG0003566 478 0 - 0 - 0
OG0003567 1963 3 - 0 - 0
OG0003568 1303 4 - 0 - 0
OG0003570 3181 0 3022 0 - 0
OG0003571 1285 3 1285 1 - 0
OG0003572 310 1 - 0 - 0
OG0003573 1909 7 1564 0 - 0
OG0003574 1636 4 1762 4 - 0
OG0003575 1348 6 1348 2 - 0
OG0003576 1219 0 784 0 - 0
OG0003578 - 0 940 0 - 0
OG0003579 1669 10 - 0 - 0
OG0003580 - 0 - 0 508 1
OG0003581 - 0 - 0 - 0
OG0003582 835 0 - 0 - 0
OG0003583 1207 6 1180 0 1522 4
OG0003584 - 0 - 0 - 0
OG0003585 2383 12 2659 5 - 0
OG0003586 436 2 544 0 - 0
OG0003588 - 0 835 0 - 0
OG0003589 514 5 514 3 - 0
OG0003591 4390 17 4402 15 4462 0
OG0003592 - 0 - 0 373 0
OG0003593 1474 1 439 0 - 0
OG0003594 - 0 658 1 - 0
OG0003595 3202 2 2602 0 - 0
OG0003596 1708 13 1708 2 - 0
OG0003597 6133 21 6469 7 - 0
OG0003598 1072 5 - 0 - 0
OG0003599 3802 7 2179 2 - 0
OG0003600 1345 1 - 0 - 0
OG0003601 - 0 2566 4 - 0
OG0003602 1384 5 - 0 - 0
OG0003604 5041 20 5041 6 - 0
OG0003605 - 0 1246 1 - 0
OG0003606 3385 11 - 0 - 0
OG0003607 2800 3 2803 2 - 0
OG0003608 - 0 943 0 - 0
OG0003609 580 8 577 3 - 0
OG0003610 1843 10 322 0 - 0
OG0003611 1861 3 3877 2 - 0
OG0003612 967 1 967 1 - 0
OG0003613 1048 2 - 0 - 0
OG0003614 - 0 1150 1 - 0
OG0003615 7327 63 7528 11 6736 6
OG0003616 2056 7 2170 5 - 0
OG0003617 655 3 655 1 - 0
OG0003619 - 0 - 0 - 0
OG0003620 625 3 - 0 - 0
OG0003621 - 0 1744 0 - 0
OG0003622 - 0 - 0 - 0
OG0003624 1708 3 1579 0 1528 2
OG0003625 3658 1 3658 11 3655 0
OG0003627 - 0 2449 4 2452 0
OG0003628 805 0 - 0 - 0
OG0003629 - 0 - 0 - 0
OG0003631 2524 10 2524 1 - 0
OG0003632 1168 1 1111 1 - 0
OG0003633 3721 15 3742 3 - 0
OG0003634 - 0 - 0 1624 0
OG0003636 2326 8 2326 5 - 0
OG0003637 4069 20 4072 4 - 0
OG0003638 - 0 - 0 - 0
OG0003639 - 0 1264 1 - 0
OG0003641 2911 20 2518 9 - 0
OG0003642 3085 4 1801 0 - 0
OG0003643 1663 5 1663 4 - 0
OG0003644 - 0 - 0 1396 0
OG0003645 1258 2 1258 0 - 0
OG0003647 844 0 718 1 - 0
OG0003649 475 1 - 0 - 0
OG0003650 817 1 844 1 - 0
OG0003651 - 0 721 2 - 0
OG0003653 1072 1 - 0 - 0
OG0003654 - 0 - 0 - 0
OG0003655 - 0 652 1 - 0
OG0003656 1195 3 1096 4 - 0
OG0003657 - 0 817 0 - 0
OG0003658 2323 3 2536 5 1672 0
OG0003660 - 0 - 0 - 0
OG0003661 2188 2 2191 5 - 0
OG0003662 2110 8 - 0 - 0
OG0003663 - 0 1294 1 628 1
OG0003664 1840 3 1396 0 - 0
OG0003666 - 0 1321 1 - 0
OG0003667 1705 8 - 0 - 0
OG0003668 - 0 - 0 - 0
OG0003669 1225 4 - 0 - 0
OG0003671 3298 7 3316 2 - 0
OG0003672 3592 24 2623 5 - 0
OG0003673 1348 5 757 1 - 0
OG0003675 - 0 - 0 - 0
OG0003676 4027 16 3604 2 3475 3
OG0003677 4756 7 5560 6 - 0
OG0003678 793 3 349 1 - 0
OG0003679 685 1 - 0 1063 0
OG0003680 - 0 1474 3 1411 1
OG0003681 1240 3 - 0 - 0
OG0003682 4183 1 1021 0 - 0
OG0003683 - 0 - 0 - 0
OG0003684 4363 8 4381 2 1696 5
OG0003687 763 4 1267 1 1279 1
OG0003688 1426 3 1573 3 - 0
OG0003689 2179 16 2179 0 745 2
OG0003690 706 4 - 0 - 0
OG0003691 916 6 367 0 - 0
OG0003692 1744 7 1525 1 1045 0
OG0003693 1285 6 - 0 - 0
OG0003694 1888 15 1888 6 - 0
OG0003695 2500 7 - 0 - 0
OG0003696 - 0 - 0 - 0
OG0003697 1285 6 1285 1 - 0
OG0003698 826 2 - 0 901 0
OG0003699 2035 15 2017 2 - 0
OG0003700 487 4 901 1 - 0
OG0003701 1771 2 - 0 - 0
OG0003702 1693 1 1693 2 1723 0
OG0003703 - 0 448 1 472 1
OG0003706 508 0 478 0 - 0
OG0003708 2194 0 2011 1 - 0
OG0003709 1042 2 - 0 - 0
OG0003710 - 0 646 4 - 0
OG0003712 778 0 766 3 - 0
OG0003713 868 2 934 4 934 0
OG0003715 - 0 - 0 - 0
OG0003716 787 7 787 4 - 0
OG0003717 1618 9 1618 18 - 0
OG0003718 1144 13 1144 11 1144 27
OG0003721 2224 9 - 0 - 0
OG0003722 976 6 - 0 - 0
OG0003724 3235 14 - 0 - 0
OG0003726 - 0 754 1 - 0
OG0003727 6727 18 5662 1 - 0
OG0003728 1627 6 - 0 - 0
OG0003729 1039 3 - 0 - 0
OG0003730 1618 1 1528 4 1018 0
OG0003731 1555 2 1555 2 - 0
OG0003732 2626 3 2626 2 2617 1
OG0003733 - 0 847 10 - 0
OG0003735 - 0 - 0 - 0
OG0003736 532 1 532 1 - 0
OG0003737 2044 0 - 0 - 0
OG0003738 880 5 1171 6 - 0
OG0003739 - 0 1522 4 - 0
OG0003740 6343 30 6340 2 - 0
OG0003741 649 3 649 2 - 0
OG0003742 3148 5 3148 3 - 0
OG0003743 1216 2 - 0 - 0
OG0003745 2629 6 2629 5 - 0
OG0003746 568 0 - 0 - 0
OG0003747 541 2 - 0 - 0
OG0003748 6562 14 2878 1 - 0
OG0003749 1909 6 2248 1 - 0
OG0003750 403 3 - 0 - 0
OG0003751 928 3 928 2 - 0
OG0003752 628 1 316 5 - 0
OG0003753 - 0 - 0 - 0
OG0003754 - 0 - 0 805 0
OG0003755 3781 18 2959 2 3805 0
OG0003756 1084 2 - 0 1048 0
OG0003758 7984 28 7795 20 7765 0
OG0003759 1162 2 955 19 430 0
OG0003760 2098 13 1117 3 - 0
OG0003762 1807 5 1807 6 - 0
OG0003763 1258 4 1258 2 1258 0
OG0003764 1339 2 1339 2 - 0
OG0003765 3754 16 3754 2 - 0
OG0003766 5017 3 5296 4 - 0
OG0003769 - 0 700 0 655 0
OG0003770 1048 3 - 0 - 0
OG0003771 2875 8 3310 1 - 0
OG0003772 - 0 - 0 - 0
OG0003773 17998 0 14785 45 - 0
OG0003774 2437 4 2419 0 - 0
OG0003775 1165 3 1165 1 - 0
OG0003776 2704 6 4087 26 2380 9
OG0003778 2392 13 2389 10 - 0
OG0003779 1318 7 1318 2 - 0
OG0003780 - 0 - 0 - 0
OG0003781 2068 10 - 0 - 0
OG0003782 - 0 - 0 673 0
OG0003783 412 5 - 0 - 0
OG0003784 1414 6 - 0 - 0
OG0003785 961 4 961 1 - 0
OG0003786 1498 0 1837 1 - 0
OG0003787 1855 11 1855 2 - 0
OG0003789 640 2 460 0 - 0
OG0003790 1069 5 463 0 - 0
OG0003792 1828 8 1183 2 - 0
OG0003794 - 0 - 0 - 0
OG0003795 460 2 694 5 - 0
OG0003796 604 0 604 0 - 0
OG0003797 904 1 916 2 439 4
OG0003800 433 1 - 0 - 0
OG0003801 - 0 1234 0 - 0
OG0003802 - 0 5254 25 - 0
OG0003803 2215 9 2215 7 - 0
OG0003804 1255 2 1255 2 - 0
OG0003807 1597 1 1573 0 - 0
OG0003808 - 0 2260 1 - 0
OG0003811 1468 2 1465 3 907 0
OG0003812 6400 5 - 0 - 0
OG0003813 3994 23 4456 12 - 0
OG0003814 463 6 - 0 - 0
OG0003815 2344 10 - 0 - 0
OG0003816 1831 1 - 0 - 0
OG0003817 385 1 - 0 427 0
OG0003818 6214 31 6217 1 - 0
OG0003819 9565 17 6262 1 - 0
OG0003821 - 0 1690 2 - 0
OG0003822 - 0 - 0 - 0
OG0003823 817 1 817 2 499 0
OG0003824 2590 6 - 0 - 0
OG0003826 760 0 745 4 - 0
OG0003827 5011 0 4753 18 - 0
OG0003829 - 0 - 0 772 1
OG0003830 970 12 571 1 - 0
OG0003831 6397 24 6700 18 - 0
OG0003834 1105 0 - 0 - 0
OG0003836 1711 2 1711 3 - 0
OG0003837 7429 3 2209 1 - 0
OG0003838 1378 1 1345 0 - 0
OG0003840 1120 0 1573 0 - 0
OG0003843 - 0 1612 1 - 0
OG0003845 4066 7 4066 3 - 0
OG0003846 1195 6 1663 7 - 0
OG0003847 - 0 1354 2 - 0
OG0003849 3469 16 3190 2 - 0
OG0003850 2431 5 - 0 2431 0
OG0003851 1498 5 - 0 - 0
OG0003852 1900 5 - 0 2170 0
OG0003853 823 1 823 2 - 0
OG0003854 - 0 - 0 - 0
OG0003855 607 3 607 2 - 0
OG0003856 - 0 811 0 - 0
OG0003857 4411 1 - 0 - 0
OG0003858 1519 5 1519 4 - 0
OG0003859 1327 10 1327 4 - 0
OG0003860 6316 21 7153 4 7150 0
OG0003861 1519 8 1519 1 - 0
OG0003862 - 0 2392 5 - 0
OG0003863 1288 7 - 0 - 0
OG0003864 832 2 - 0 - 0
OG0003865 526 0 583 1 - 0
OG0003867 574 1 - 0 - 0
OG0003868 1072 3 - 0 - 0
OG0003869 4684 22 4315 13 - 0
OG0003870 376 1 376 2 - 0
OG0003871 826 1 826 2 - 0
OG0003872 4921 28 4918 4 - 0
OG0003873 2461 13 2458 9 - 0
OG0003874 5770 14 5770 4 3592 0
OG0003875 1939 15 - 0 - 0
OG0003877 2413 14 2518 0 - 0
OG0003879 1774 12 859 0 - 0
OG0003880 547 4 - 0 - 0
OG0003881 814 0 - 0 - 0
OG0003882 619 1 529 0 - 0
OG0003883 880 1 880 0 880 0
OG0003884 1345 5 1345 14 - 0
OG0003885 985 0 952 1 - 0
OG0003887 - 0 1162 2 - 0
OG0003888 1009 3 - 0 - 0
OG0003889 - 0 2047 5 - 0
OG0003890 4333 8 2725 1 - 0
OG0003891 1378 8 1084 7 - 0
OG0003892 - 0 946 2 - 0
OG0003893 796 1 796 1 - 0
OG0003894 706 2 490 0 - 0
OG0003895 4360 3 4360 2 - 0
OG0003896 - 0 1723 2 - 0
OG0003897 2662 6 - 0 - 0
OG0003900 - 0 - 0 - 0
OG0003903 - 0 1240 3 - 0
OG0003904 3199 24 2527 0 1306 0
OG0003905 6733 8 4348 1 - 0
OG0003906 1315 0 - 0 - 0
OG0003907 - 0 - 0 3277 0
OG0003908 388 0 - 0 - 0
OG0003909 1030 1 - 0 - 0
OG0003911 - 0 1885 0 - 0
OG0003912 - 0 - 0 - 0
OG0003913 - 0 4204 0 - 0
OG0003914 712 2 4699 4 - 0
OG0003915 1372 8 1372 5 - 0
OG0003916 - 0 1063 1 - 0
OG0003917 670 3 - 0 - 0
OG0003918 637 1 - 0 - 0
OG0003919 3541 8 3541 6 2464 0
OG0003920 778 2 778 4 - 0
OG0003921 - 0 - 0 - 0
OG0003922 703 6 703 1 - 0
OG0003923 - 0 4429 17 - 0
OG0003924 1312 6 1312 2 - 0
OG0003925 1411 1 1459 0 - 0
OG0003926 - 0 - 0 - 0
OG0003927 1168 2 2638 0 - 0
OG0003929 2932 19 2932 9 - 0
OG0003930 2605 3 - 0 - 0
OG0003933 - 0 7255 2 - 0
OG0003935 1285 4 1273 1 - 0
OG0003936 367 1 367 1 553 0
OG0003937 2362 4 1807 2 1474 2
OG0003938 - 0 736 1 - 0
OG0003939 1546 3 - 0 1546 0
OG0003940 1843 8 - 0 - 0
OG0003941 1270 3 - 0 - 0
OG0003942 340 1 340 0 400 1
OG0003943 - 0 - 0 - 0
OG0003945 847 4 856 3 - 0
OG0003948 619 3 - 0 - 0
OG0003949 781 1 - 0 592 1
OG0003950 2104 9 2104 6 - 0
OG0003953 - 0 412 2 415 0
OG0003954 3802 2 - 0 - 0
OG0003955 1381 2 1381 1 - 0
OG0003956 - 0 2041 2 - 0
OG0003957 1114 2 1519 3 - 0
OG0003958 4366 10 5443 6 - 0
OG0003959 1951 8 1591 1 - 0
OG0003961 - 0 418 0 418 0
OG0003962 - 0 - 0 - 0
OG0003963 - 0 - 0 - 0
OG0003965 796 3 - 0 - 0
OG0003966 1939 7 1732 1 - 0
OG0003967 1087 1 331 1 1033 0
OG0003969 718 2 754 0 736 0
OG0003970 1822 3 1822 1 - 0
OG0003971 1933 11 1933 16 1918 25
OG0003972 1060 2 1060 2 - 0
OG0003973 538 6 - 0 - 0
OG0003977 4135 8 3547 26 3568 1
OG0003978 1306 3 1483 1 - 0
OG0003979 526 2 - 0 - 0
OG0003980 1939 8 1939 2 - 0
OG0003981 9124 4 4198 3 - 0
OG0003982 - 0 1303 6 - 0
OG0003984 - 0 - 0 - 0
OG0003985 1864 1 1870 1 - 0
OG0003986 1570 8 - 0 - 0
OG0003987 1981 28 1870 10 - 0
OG0003988 1435 4 1447 1 - 0
OG0003989 748 3 - 0 748 0
OG0003991 1393 8 1393 6 - 0
OG0003992 - 0 961 3 - 0
OG0003993 1213 0 - 0 1183 0
OG0003994 4753 6 4627 6 - 0
OG0003995 1054 1 - 0 - 0
OG0003996 - 0 1780 1 1738 0
OG0003997 823 2 823 1 619 0
OG0003998 2797 1 2797 1 - 0
OG0003999 1345 16 1249 1 1036 0
OG0004000 1033 3 799 0 664 0
OG0004001 - 0 - 0 - 0
OG0004002 1750 5 1591 2 - 0
OG0004003 - 0 424 0 - 0
OG0004004 - 0 2059 1 - 0
OG0004005 - 0 400 0 - 0
OG0004007 1462 1 1363 2 - 0
OG0004008 - 0 - 0 - 0
OG0004009 2194 1 2194 3 2194 0
OG0004010 994 3 - 0 - 0
OG0004011 1789 15 1786 2 - 0
OG0004012 1111 0 1495 4 - 0
OG0004013 403 0 319 1 319 0
