OG BGM_transcript BGM_M_logFC BGM_M_pval BGM_F_logFC BGM_F_pval BAT_transcript BAT_F_logFC BAT_F_pval BRO_transcript BRO_F_logFC BRO_F_pval OG BGM_model BGM_dNdS BGM_t BGM_dN BGM_dS BAT_model BAT_dNdS BAT_t BAT_dN BAT_dS BRO_model BRO_dNdS BRO_t BRO_dN BRO_dS OG BAT_bs_omega_model BAT_bs_omega_sites BRO_bs_omega_model BRO_bs_omega_sites BGM_bs_omega_model BGM_bs_omega_sites OG BAT_W-S BAT_S-W BRO_W-S BRO_S-W BGM_W-S BGM_S-W BGC_BAT BGC_BAT_pval BGC_BRO BGC_BRO_pval BGC_BGM BGC_BGM_pval ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS OG BAT_1+2_gc BAT_3rd_gc BRO_1+2_gc BRO_3rd_gc BGM_1+2_gc BGM_3rd_gc
OG0002818 TRINITY_DN101_c5_g1 47.203965389332 0.946952810897803 45.0431262786362 0.184775139726188 TRINITY_DN31171_c0_g1 51.2077595111447 0.000115721472143168 TRINITY_DN62125_c2_g1 41.3755740456224 8.28395886642647e-27 OG0002818 general 0.2103 0.023 0.0041 0.0196 general 0.2103 0.014 0.0026 0.0124 general 0.2103 0.006 0.0010 0.0048 OG0002818 general 0 general 0 general 0 OG0002818 4.694531 4.703683 18.74062 30.91342 16.79107 11.19114 NA 0.8985633 NA 0.9985346 NA 0.07719061 49.46994 51.7591 50.04895 0.1952359 0.1547215 0.1952359 0.4370304 0.4552206 0.4370304 0.6979167 0.7083333 0.7291667 OG0002818 49.82 73.87 50.17 70.45 47.26 74.39
OG0002819 TRINITY_DN27483_c0_g1 301.830866161842 9.20281597834484e-101 73.6966022256394 8.50096773073824e-16 TRINITY_DN3494_c1_g2 94.6463618595773 3.25874200762138e-52 TRINITY_DN517_c0_g1 133.493230105274 2.91145879934175e-47 OG0002819 general 0.1280 0.010 0.0016 0.0122 general 0.1280 0.016 0.0025 0.0196 general 0.1280 0.039 0.0063 0.0488 OG0002819 general 0 general 0 general 0 OG0002819 1.635038 2.440517 2.823883 5.56978 1.331006 3.400369 NA 0.999921 NA 0.999921 NA 0.999921 30.56477 31.00128 37.78657 0.4158633 0.5650635 0.4158633 0.3800967 0.3984417 0.3800967 0.9333333 0.9 0.9166667 OG0002819 55.25 92.59 55.25 91.36 56.60 86.79
OG0002820 TRINITY_DN9290_c0_g2 126.801924392873 0.323371896626168 98.8955056176208 0.747980938423333 TRINITY_DN35354_c0_g1 133.38853371123 0.716749140171847 TRINITY_DN251_c5_g1 134.969322289924 0.213792474803774 OG0002820 general 0.0981 0.004 0.0005 0.0050 general 0.0981 0.006 0.0007 0.0071 general 0.0981 0.013 0.0015 0.0149 OG0002820 general 0 general 0 general 0 OG0002820 9.49571 20.49446 21.95602 18.60809 2.790104 7.358543 NA 0.9988623 NA 0.5284352 NA 0.9988625 52.24649 51.051 45.1412 0.2179433 0.09390358 0.2179433 0.5266063 0.478407 0.5266063 0.7621359 0.776699 0.7718447 OG0002820 46.44 65.18 46.67 65.28 45.48 77.62
OG0002821 TRINITY_DN690_c2_g1 160.077757743234 0.00054693884824948 121.64490890044 2.93024551296431e-05 TRINITY_DN3647_c0_g1 137.495422404655 0.000639736612108392 TRINITY_DN326_c1_g1 176.512174629309 1.77005451228158e-22 OG0002821 general 0.1652 0.007 0.0010 0.0060 general 0.1652 0.009 0.0013 0.0079 general 0.1652 0.027 0.0038 0.0229 OG0002821 general 0 general 0 general 0 OG0002821 0.3017209 1.511984 18.36971 8.766712 4.028057 1.10484 NA 0.986253 NA 0.04125593 NA 0.1717176 59.97048 59.18422 61 0.07087591 0.1036185 0.07087591 0.4110853 0.4414033 0.4110853 0.5555556 0.5763889 0.5694444 OG0002821 49.74 60.15 50.26 62.98 49.74 60.99
OG0002822 TRINITY_DN26652_c0_g1 361.009876337628 9.33100121316581e-09 155.838226688735 0.0253975552111581 TRINITY_DN3760_c0_g2 162.736926634773 0.823752700940562 TRINITY_DN7457_c0_g3 187.109656170927 0.488324682570005 OG0002822 general 0.0497 0.010 0.0005 0.0109 general 0.0497 0.012 0.0006 0.0131 general 0.0497 0.017 0.0009 0.0191 OG0002822 general 0 general 0 general 0 OG0002822 0.1493393 1.12879 4.70085 4.91594 1.27716 2.114572 NA 0.9996256 NA 0.9996256 NA 0.9996256 61 61 61 0.08707564 0.08808361 0.08707564 0.2751203 0.2907064 0.2751203 0.4468085 0.4255319 0.4680851 OG0002822 34.12 45.88 34.88 46.30 35.71 48.65
OG0002823 TRINITY_DN2944_c3_g1 804.22422642475 2.07502149245969e-07 557.029723916793 0.304472156641998 TRINITY_DN3938_c0_g1 393.792535213573 0.483339360676413 TRINITY_DN1959_c2_g1 464.457272641149 0.0155898432408499 OG0002823 alternative 0.0084 0.012 0.0003 0.0312 alternative 0.0062 0.012 0.0002 0.0333 alternative 0.0094 0.030 0.0008 0.0799 OG0002823 general 0 general 0 general 0 OG0002823 1.801229 22.11031 50.74752 28.45054 10.44272 25.71698 NA 0.9994467 NA 0.004499167 NA 0.9994402 32.68202 30.98793 32.05229 0.5030109 0.5448112 0.5030109 0.5060622 0.5220799 0.5060622 0.9060403 0.9328859 0.9149888 OG0002823 46.19 92.30 45.81 94.27 46.17 93.14
OG0002824 TRINITY_DN1106_c7_g1 90.8383486906906 6.69055159310497e-11 63.2461095551148 2.98895286957513e-20 TRINITY_DN40125_c0_g1 44.5670916778987 2.71460451866784e-09 TRINITY_DN6521_c2_g1 52.3978767228007 0.000298066718633548 OG0002824 general 0.0353 0.006 0.0004 0.0107 general 0.0353 0.011 0.0006 0.0182 general 0.0353 0.041 0.0025 0.0710 OG0002824 general 0 general 0 general 0 OG0002824 0.3530325 2.69722 8.472303 3.998709 0.085049 3.611455 NA 1 NA 0.1324794 NA 1 37.73441 38.00277 38.14382 0.4244389 0.4774406 0.4244389 0.4552751 0.5166984 0.4552751 0.8712871 0.9108911 0.8811881 OG0002824 46.84 88.10 47.21 90.71 46.67 87.82
OG0002825 TRINITY_DN2683_c0_g3 207.626504216964 0.509122660147446 148.29570408727 0.561450158623741 TRINITY_DN4041_c0_g2 179.878354151465 0.310182753611567 TRINITY_DN15523_c0_g1 225.06975029423 0.000103887776593483 OG0002825 general 0.0918 0.004 0.0004 0.0041 general 0.0918 0.005 0.0005 0.0057 general 0.0918 0.013 0.0014 0.0149 OG0002825 general 0 general 0 general 0 OG0002825 0.02773345 5.991571 42.15923 6.147479 1.00226 5.021463 NA 0.998954 2.266324 2.376665e-09 NA 0.998954 48.37269 43.69857 46.8764 0.1616064 0.2338123 0.1616064 0.4492856 0.4682998 0.4492856 0.7142857 0.7545788 0.7216117 OG0002825 52.83 73.77 53.28 78.84 52.76 74.22
OG0002826 TRINITY_DN9095_c0_g1 50.3117099753751 0.0210485349663496 37.3053605493716 0.882693169048555 TRINITY_DN4202_c1_g1 64.3984734216571 0.269959396911247 TRINITY_DN15866_c0_g1 30.1446397728851 0.421361340715486 OG0002826 general 0.3184 0.010 0.0022 0.0070 general 0.3184 0.010 0.0022 0.0068 general 0.3184 0.045 0.0097 0.0304 OG0002826 general 0 general 0 general 0 OG0002826 3.090096 7.985126 21.29899 17.5207 4.250462 5.205357 NA 0.9790073 NA 0.4440706 NA 0.9790073 50.77092 45.67057 50.08488 0.1667079 0.2643377 0.1667079 0.4387133 0.5036141 0.4387133 0.7319588 0.742268 0.7525773 OG0002826 56.04 67.15 61.22 78.95 56.02 67.55
OG0002827 TRINITY_DN6938_c0_g1 40.0405436302675 0.0038803860744972 33.6847695998995 0.0923984827492924 TRINITY_DN4238_c0_g1 44.5860345001407 2.99603541894562e-07 TRINITY_DN118_c14_g1 49.0162085983619 1.12673367841049e-05 OG0002827 general 0.2129 0.013 0.0023 0.0109 general 0.2129 0.038 0.0070 0.0327 general 0.2129 0.169 0.0306 0.1439 OG0002827 general 0 general 0 general 0 OG0002827 4.317507 6.69578 45.14247 11.28845 1.733662 5.204248 NA 1 1.581776 2.688684e-08 NA 1 40.79393 33.92143 38.68133 0.3647661 0.4868286 0.3647661 0.4664653 0.6043479 0.4664653 0.8227848 0.8860759 0.835443 OG0002827 59.43 85.28 65.10 91.37 60.39 87.45
OG0002829 TRINITY_DN4376_c0_g1 17.5415932791883 6.80759494660402e-08 4.40338666496807 8.15797784349392e-06 TRINITY_DN61819_c0_g1 2.7882143150149 0.0212304396603329 TRINITY_DN7284_c0_g1 8.33593733592797 8.04784637268624e-08 OG0002829 general 0.1618 0.005 0.0011 0.0065 general 0.1618 0.015 0.0031 0.0194 general 0.1618 0.044 0.0094 0.0582 OG0002829 general 0 general 0 general 0 OG0002829 3.405976 1.971363 18.04187 28.40875 1.509853 2.631682 NA 0.3734593 NA 0.9994746 NA 0.9994742 28.37924 31.954 29.70784 0.589364 0.5290799 0.589364 0.433301 0.4344103 0.433301 0.8571429 0.7142857 0.8571429 OG0002829 56.21 96.50 58.26 94.08 57.85 96.28
OG0002830 TRINITY_DN11493_c0_g1 776.443842311675 9.54919429088075e-10 370.271633164926 0.00134226991932201 TRINITY_DN652_c0_g1 483.143833898686 0.186723270189379 TRINITY_DN205_c0_g1 483.621705772724 1.19987564363303e-31 OG0002830 general 0.0726 0.005 0.0004 0.0056 general 0.0726 0.007 0.0006 0.0083 general 0.0726 0.023 0.0019 0.0267 OG0002830 general 0 general 0 general 0 OG0002830 1.602607 14.98298 48.96577 20.36136 5.218742 6.764918 NA 0.9708176 0.9480011 0.0001540262 NA 0.9708177 42.95153 38.78216 41.73162 0.2475463 0.2796588 0.2475463 0.4795053 0.4948959 0.4795053 0.832021 0.8661417 0.8425197 OG0002830 55.02 81.56 55.44 84.50 54.97 82.68
OG0002831 TRINITY_DN1849_c0_g1 1271.11280468492 3.99359066154906e-14 1559.04240853779 3.39914375555965e-06 TRINITY_DN71498_c0_g1 1852.92827249859 4.55220404324358e-06 TRINITY_DN94685_c0_g2 1631.4070461991 5.15934573838798e-07 OG0002831 alternative 0.0001 0.017 0.0000 0.0251 alternative 0.0369 0.019 0.0009 0.0253 alternative 0.1548 0.163 0.0243 0.1567 OG0002831 general 0 alternative 8 general 0 OG0002831 7.606104 11.38622 40.32067 26.12992 2.07374 7.526518 NA 0.9991406 NA 0.01085655 NA 0.9991407 43.06138 39.84657 42.95883 0.2385255 0.3089682 0.2385255 0.4667364 0.5389945 0.4667364 0.8197674 0.8604651 0.8313953 OG0002831 51.26 80.29 52.20 84.50 51.05 79.96
OG0002832 TRINITY_DN4736_c0_g2 407.596513329422 7.87281044092764e-56 77.1702187992289 0.505766969331384 TRINITY_DN76614_c0_g2 81.48571597563 0.0692721247712042 TRINITY_DN12998_c0_g1 61.7653430500032 0.751280700839896 OG0002832 alternative 0.3368 0.045 0.0103 0.0305 alternative 2.3725 0.000 0.0000 0.0000 alternative 0.4144 0.171 0.0426 0.1029 OG0002832 general 0 alternative 13 alternative 5 OG0002832 0.2863694 0.164775 49.67922 48.19716 15.79283 21.72791 NA 0.6578041 NA 0.4697172 NA 0.9998243 54.36536 49.2895 56.00677 0.1022397 0.212094 0.1022397 0.4421298 0.5424406 0.4421298 0.7272727 0.5454545 0.7272727 OG0002832 50.95 67.30 57.17 72.48 47.65 58.99
OG0002834 TRINITY_DN27346_c0_g1 73.550067062246 0.0856655911111108 35.6688603542768 0.929859717909065 TRINITY_DN9949_c0_g1 82.3980088806459 0.00127435591560706 TRINITY_DN10710_c0_g1 121.65874668432 0.000601475754618309 OG0002834 general 0.2542 0.008 0.0014 0.0054 general 0.2542 0.024 0.0041 0.0163 general 0.2542 0.020 0.0035 0.0136 OG0002834 general 0 general 0 general 0 OG0002834 12.80831 12.96044 35.66301 29.07831 7.129027 11.44449 NA 0.9995455 NA 0.3027523 NA 0.9995449 54.88327 54.16163 53.88602 0.09273275 0.09872378 0.09273275 0.4559433 0.4656433 0.4559433 0.6315789 0.7105263 0.6973684 OG0002834 48.77 63.63 49.79 66.15 49.58 65.16
OG0002835 TRINITY_DN1073_c1_g1 219.988309756918 3.22411496953834e-18 325.330024928933 9.07227568958851e-17 TRINITY_DN10078_c0_g1 329.448596334046 5.63543336041397e-11 TRINITY_DN91_c9_g1 484.240897991108 4.20140568481315e-29 OG0002835 general 0.1731 0.004 0.0006 0.0035 general 0.1731 0.006 0.0008 0.0047 general 0.1731 0.004 0.0006 0.0035 OG0002835 NA NA general 0 general 0 OG0002835 1.089401 2.758076 3.140228 7.027451 0.06576136 3.966997 NA 0.9997267 NA 0.9997267 NA 0.9997267 49.62694 51.37887 51.39144 0.1435138 0.1373869 0.1435138 0.4141736 0.415886 0.4141736 0.5612245 0.5612245 0.5510204 OG0002835 45.73 63.07 46.29 62.00 45.86 62.86
OG0002837 TRINITY_DN189_c1_g1 413.131202396703 0.0713914281261321 275.901769276936 0.925940877017453 TRINITY_DN1260_c0_g1 641.979085738701 0.843020920171865 TRINITY_DN6201_c0_g1 243.214912717284 0.0197321903453802 OG0002837 general 0.1197 0.005 0.0007 0.0059 general 0.1197 0.032 0.0046 0.0387 general 0.1197 0.014 0.0021 0.0173 OG0002837 general 0 alternative 0 general 0 OG0002837 11.74804 13.97024 32.35697 26.71986 1.976073 3.071709 NA 0.9965715 NA 0.278198 NA 0.9965715 45.41748 40.60928 41.64935 0.3823128 0.3558207 0.3823128 0.4609524 0.4606752 0.4609524 0.8076923 0.8589744 0.8589744 OG0002837 46.23 80.04 48.47 84.35 47.09 86.49
OG0002838 TRINITY_DN31685_c0_g1 83.5463598078834 2.4365047490402e-05 60.6411483878504 0.0457597378936557 TRINITY_DN14756_c0_g2 20.8287410980023 0.320347451182789 TRINITY_DN2652_c0_g1 124.937996644982 0.593426728331857 OG0002838 alternative 0.1893 0.008 0.0014 0.0073 alternative 0.5849 0.086 0.0253 0.0432 alternative 0.0554 0.030 0.0023 0.0418 OG0002838 alternative 5 general 0 general 0 OG0002838 19.93838 22.83078 12.8866 4.589578 3.842994 7.321807 NA 0.9994389 NA 0.008925997 NA 0.9994388 38.25379 35.60413 33.28708 0.4884304 0.3737252 0.4884304 0.5563635 0.483916 0.5563635 0.9294118 0.9764706 0.9294118 OG0002838 54.17 87.04 53.19 86.81 53.12 90.75
OG0002840 TRINITY_DN5978_c1_g1 23.3371302503157 9.71272735292103e-19 41.2307653084354 0.000879366505568776 TRINITY_DN1515_c0_g1 82.1812422143537 5.03480646621761e-08 TRINITY_DN65468_c1_g2 60.3884746956867 0.000119156136271288 OG0002840 general 0.1649 0.005 0.0007 0.0044 general 0.1649 0.023 0.0037 0.0222 general 0.1649 0.005 0.0009 0.0052 OG0002840 general 0 general 0 general 0 OG0002840 4.655855 8.87837 9.344697 9.778637 2.15694 1.607238 NA 1 NA 0.7400905 NA 0.6099174 38.46638 37.98713 36.75532 0.3951944 0.3741751 0.3951944 0.4513695 0.4316076 0.4513695 0.8165138 0.8073394 0.8256881 OG0002840 58.99 84.31 59.73 85.32 59.30 86.01
OG0002841 TRINITY_DN80540_c0_g4 206.761075377684 2.73444873980424e-16 85.2290092917661 0.139458031564239 TRINITY_DN15270_c0_g1 142.824642510755 0.428706088331953 TRINITY_DN7462_c1_g1 195.006112502708 0.53474038045372 OG0002841 general 0.0597 0.009 0.0008 0.0142 general 0.0597 0.010 0.0010 0.0165 general 0.0597 0.000 0.0000 0.0005 OG0002841 general 0 general 0 general 0 OG0002841 1.280021 5.052306 1.119187 4.872793 4.28411 0.06370217 NA 0.9999814 NA 0.9999814 NA 0.0262286 47.79689 43.65505 43.0156 0.2735933 0.2536302 0.2735933 0.4439994 0.4167514 0.4439994 0.7473684 0.7894737 0.8105263 OG0002841 47.64 76.09 47.64 76.09 47.98 78.11
OG0002842 TRINITY_DN13073_c0_g1 168.601405321227 0.00233727679816454 169.289596081202 0.559277215883688 TRINITY_DN16085_c0_g1 199.401038630586 0.841514521110791 TRINITY_DN5537_c0_g1 88.5552724696622 0.243043377674239 OG0002842 alternative 0.0001 0.003 0.0000 0.0105 alternative 0.0409 0.013 0.0014 0.0331 alternative 0.1844 0.085 0.0197 0.1071 OG0002842 general 0 general 0 general 0 OG0002842 2.826193 5.564412 73.60442 51.16575 1.8449 3.479273 NA 0.9994997 NA 0.004531897 NA 0.9994999 31.80462 30.95163 31.16553 0.5231812 0.5210722 0.5231812 0.4742427 0.4728878 0.4742427 1 0.8571429 1 OG0002842 48.20 94.08 52.15 94.39 48.38 94.52
OG0002844 TRINITY_DN4269_c1_g1 137.517458715527 3.44913033113289e-16 73.7720593822185 0.969052725187007 TRINITY_DN2722_c0_g1 86.442727428006 0.898134933951173 TRINITY_DN2486_c0_g2 86.52119970665 0.00260129361627862 OG0002844 general 0.3857 0.455 0.1109 0.2875 general 0.3857 0.012 0.0028 0.0073 general 0.3857 0.036 0.0089 0.0230 OG0002844 general 0 general 0 general 0 OG0002844 6.001871 6.538625 30.96038 16.54732 178.5533 160.6891 NA 0.999107 NA 0.02260956 NA 0.4150216 56.86295 55.36537 58.05155 0.04411173 0.06163624 0.04411173 0.4663902 0.4588787 0.4663902 0.4 0.4 0.25 OG0002844 41.69 45.45 42.99 47.08 42.89 45.81
OG0002846 TRINITY_DN25256_c2_g4 9.92407329704191 1.10316336387426e-08 4.61477325099803 0.760176136698642 TRINITY_DN3067_c1_g1 3.40575603769154 0.0705639571051829 TRINITY_DN3089_c1_g1 6.22620908169197 0.0015285113130442 OG0002846 general 0.2275 0.000 0.0000 0.0000 general 0.2275 0.016 0.0039 0.0170 general 0.2275 0.006 0.0014 0.0061 OG0002846 alternative 1 general 0 general 0 OG0002846 0.08425863 1.319776 2.004358 0.0312408 -2.85943e-15 -2.634316e-13 NA 1 NA 0.11489 NA 1 32.15212 32.29525 32.7173 0.5287964 0.5472971 0.5287964 0.4026934 0.3962148 0.4026934 0.9130435 0.9130435 0.9130435 OG0002846 51.03 90.77 55.83 92.92 56.38 92.18
OG0002847 TRINITY_DN3185_c0_g1 189.547746758527 2.27075657083368e-10 195.689803830946 4.01449574702661e-07 TRINITY_DN3312_c0_g1 319.573192387763 0.000166263173804183 TRINITY_DN7856_c0_g1 430.802650923244 1.05348242083929e-15 OG0002847 general 0.1590 0.003 0.0004 0.0026 general 0.1590 0.000 0.0000 0.0000 general 0.1590 0.006 0.0008 0.0052 OG0002847 general 0 NA NA general 0 OG0002847 2.0486e-17 -3.019621e-16 4.649413e-08 1.00001 0.9999896 7.797759e-09 NA 0.991076 NA 0.9910757 NA 0.1960547 56.08042 54.67725 54.9978 0.2280068 0.2368547 0.2280068 0.2457491 0.2594443 0.2457491 0.4444444 0.4444444 0.4666667 OG0002847 51.21 44.80 51.22 45.53 51.21 45.60
