BAT_transcript BAT_logFC BAT_padj BRO_transcript BRO_logFC BRO_padj BGM_transcript BGM_logFC BGM_padj OG
TRINITY_DN31171_c0_g1 -1.04736301261711 0.000115721472143168 TRINITY_DN62125_c2_g1 -3.68650178806344 8.28395886642647e-27 TRINITY_DN101_c5_g1 -0.352206109397629 0.184775139726188 OG0002818
TRINITY_DN3494_c1_g2 -4.7673128300118 3.25874200762138e-52 TRINITY_DN517_c0_g1 -3.03721359247607 2.91145879934175e-47 TRINITY_DN27483_c0_g1 -2.83708131071685 8.50096773073824e-16 OG0002819
TRINITY_DN35354_c0_g1 0.118661110012413 0.716749140171847 TRINITY_DN251_c5_g1 0.331690266436471 0.213792474803774 TRINITY_DN9290_c0_g2 -0.0984987010057981 0.747980938423333 OG0002820
TRINITY_DN3647_c0_g1 0.646868561503196 0.000639736612108392 TRINITY_DN326_c1_g1 1.14141457266385 1.77005451228158e-22 TRINITY_DN690_c2_g1 0.674384275096979 2.93024551296431e-05 OG0002821
TRINITY_DN3760_c0_g2 0.099343058970697 0.823752700940562 TRINITY_DN7457_c0_g3 0.132261768534184 0.488324682570005 TRINITY_DN26652_c0_g1 0.601206715764401 0.0253975552111581 OG0002822
TRINITY_DN3938_c0_g1 0.219848727211426 0.483339360676413 TRINITY_DN1959_c2_g1 0.516261752998097 0.0155898432408499 TRINITY_DN2944_c3_g1 0.255319423933928 0.304472156641998 OG0002823
TRINITY_DN40125_c0_g1 1.52472912507953 2.71460451866784e-09 TRINITY_DN6521_c2_g1 0.923672133635121 0.000298066718633548 TRINITY_DN1106_c7_g1 1.72978346760627 2.98895286957513e-20 OG0002824
TRINITY_DN4041_c0_g2 0.260987672131168 0.310182753611567 TRINITY_DN15523_c0_g1 0.422622139789769 0.000103887776593483 TRINITY_DN2683_c0_g3 -0.120089018086996 0.561450158623741 OG0002825
TRINITY_DN4202_c1_g1 -0.283334282283461 0.269959396911247 TRINITY_DN15866_c0_g1 0.222044069141523 0.421361340715486 TRINITY_DN9095_c0_g1 -0.0548735598402858 0.882693169048555 OG0002826
TRINITY_DN4238_c0_g1 -1.10889094736274 2.99603541894562e-07 TRINITY_DN118_c14_g1 -0.94679889119614 1.12673367841049e-05 TRINITY_DN6938_c0_g1 -0.61464554236926 0.0923984827492924 OG0002827
TRINITY_DN61819_c0_g1 -2.93339413353892 0.0212304396603329 TRINITY_DN7284_c0_g1 -7.08637180326267 8.04784637268624e-08 TRINITY_DN4376_c0_g1 -5.21490087734395 8.15797784349392e-06 OG0002829
TRINITY_DN652_c0_g1 0.269916056990219 0.186723270189379 TRINITY_DN205_c0_g1 1.06473526984097 1.19987564363303e-31 TRINITY_DN11493_c0_g1 0.553379691059559 0.00134226991932201 OG0002830
TRINITY_DN71498_c0_g1 -0.921944198414493 4.55220404324358e-06 TRINITY_DN94685_c0_g2 -0.790744583869848 5.15934573838798e-07 TRINITY_DN1849_c0_g1 -0.691685694174214 3.39914375555965e-06 OG0002831
TRINITY_DN76614_c0_g2 0.547871888596425 0.0692721247712042 TRINITY_DN12998_c0_g1 -0.0866745204239148 0.751280700839896 TRINITY_DN4736_c0_g2 0.198606587022693 0.505766969331384 OG0002832
TRINITY_DN9949_c0_g1 0.559324730457693 0.00127435591560706 TRINITY_DN10710_c0_g1 0.515779241269327 0.000601475754618309 TRINITY_DN27346_c0_g1 -0.0435533656576502 0.929859717909065 OG0002834
TRINITY_DN10078_c0_g1 1.37035236597615 5.63543336041397e-11 TRINITY_DN91_c9_g1 1.7259358895467 4.20140568481315e-29 TRINITY_DN1073_c1_g1 1.10620153999595 9.07227568958851e-17 OG0002835
TRINITY_DN1260_c0_g1 -0.0717630540034677 0.843020920171865 TRINITY_DN6201_c0_g1 -0.394389131690148 0.0197321903453802 TRINITY_DN189_c1_g1 -0.025975591481467 0.925940877017453 OG0002837
TRINITY_DN14756_c0_g2 -0.381935330440505 0.320347451182789 TRINITY_DN2652_c0_g1 -0.0849551485724337 0.593426728331857 TRINITY_DN31685_c0_g1 -0.433463350193343 0.0457597378936557 OG0002838
TRINITY_DN1515_c0_g1 1.48113589251503 5.03480646621761e-08 TRINITY_DN65468_c1_g2 1.38251937075643 0.000119156136271288 TRINITY_DN5978_c1_g1 1.16490446486267 0.000879366505568776 OG0002840
TRINITY_DN15270_c0_g1 -0.257155585544308 0.428706088331953 TRINITY_DN7462_c1_g1 -0.110401585657626 0.53474038045372 TRINITY_DN80540_c0_g4 0.381731187397622 0.139458031564239 OG0002841
TRINITY_DN16085_c0_g1 -0.0513431872381076 0.841514521110791 TRINITY_DN5537_c0_g1 0.222515286779133 0.243043377674239 TRINITY_DN13073_c0_g1 -0.106013294665832 0.559277215883688 OG0002842
TRINITY_DN2722_c0_g1 0.0480779917668645 0.898134933951173 TRINITY_DN2486_c0_g2 0.618040089249928 0.00260129361627862 TRINITY_DN4269_c1_g1 0.0172209916267045 0.969052725187007 OG0002844
TRINITY_DN3067_c1_g1 -1.95323661742389 0.0705639571051829 TRINITY_DN3089_c1_g1 -1.78731687503933 0.0015285113130442 TRINITY_DN25256_c2_g4 -0.274519214361026 0.760176136698642 OG0002846
TRINITY_DN3312_c0_g1 -0.847219220516418 0.000166263173804183 TRINITY_DN7856_c0_g1 -1.37133702639969 1.05348242083929e-15 TRINITY_DN3185_c0_g1 -0.833404162748565 4.01449574702661e-07 OG0002847
TRINITY_DN3690_c1_g1 -0.701944685318932 3.73179349681223e-05 TRINITY_DN132_c0_g1 -0.223878001967197 0.0261282592155173 TRINITY_DN933_c0_g1 -0.473497883332959 0.00743650354847504 OG0002849
TRINITY_DN4278_c0_g1 -6.84198388050899 1.70747883690797e-31 TRINITY_DN178_c8_g1 -6.74691026037228 9.27365429090374e-26 TRINITY_DN455_c1_g2 -6.09588198807404 3.62847675648151e-24 OG0002851
TRINITY_DN45460_c0_g2 0.677425565953934 0.0392884487273834 TRINITY_DN7737_c0_g2 0.822102757227825 0.027054178275217 TRINITY_DN2743_c0_g1 0.270514826109186 0.567483698846003 OG0002853
TRINITY_DN5022_c0_g1 -1.49072830645337 3.53631769058729e-14 TRINITY_DN22832_c0_g1 -1.26962485251047 1.58674028037363e-19 TRINITY_DN4849_c1_g2 -0.294957854484754 0.171085019636952 OG0002855
TRINITY_DN5302_c0_g1 -0.19790290054727 0.360940689939354 TRINITY_DN5492_c1_g1 0.413510880252021 0.0030471693826051 TRINITY_DN3836_c0_g2 0.0334724554652538 0.916087457401943 OG0002856
TRINITY_DN57083_c0_g1 0.102945094204264 0.810678979858598 TRINITY_DN32131_c0_g2 -0.780113548577371 5.24151261124989e-10 TRINITY_DN9614_c0_g1 0.868941068988496 1.37163576807418e-07 OG0002857
TRINITY_DN6038_c0_g1 -0.315501090354228 0.281657691060756 TRINITY_DN1173_c0_g2 0.48965588102753 0.000643809599751379 TRINITY_DN2930_c2_g2 -0.210702597953556 0.506893326260004 OG0002859
TRINITY_DN64_c1_g1 -1.24742206032042 3.53106963683379e-06 TRINITY_DN1441_c3_g2 -0.800930485800627 4.08768881383025e-13 TRINITY_DN1412_c0_g1 -0.328155399657235 0.0848824922433596 OG0002861
TRINITY_DN6946_c0_g1 0.995012675480225 0.00388925541312788 TRINITY_DN14533_c0_g1 0.158952247417176 0.539843679244267 TRINITY_DN31083_c0_g1 0.757582467578858 0.0506404490455621 OG0002862
TRINITY_DN7466_c0_g1 -4.40511761719872 3.6627135316253e-29 TRINITY_DN1110_c0_g1 -7.46678700755528 3.27034524096158e-14 TRINITY_DN1150_c0_g1 -6.48931875624415 8.15675728017381e-28 OG0002863
TRINITY_DN792_c0_g1 -1.07527165201119 2.05669677723835e-06 TRINITY_DN356_c0_g1 -0.407960757464533 3.28555626972255e-07 TRINITY_DN857_c1_g1 -1.04545611875047 4.96628001741012e-12 OG0002864
TRINITY_DN8193_c0_g1 0.0410923799541311 0.924253758967002 TRINITY_DN11539_c1_g2 -0.0531942165337026 0.766109456382858 TRINITY_DN1125_c4_g1 -0.141360421786779 0.625974257937545 OG0002865
TRINITY_DN9456_c0_g1 -0.00616215254823784 0.98041693519371 TRINITY_DN99454_c0_g1 0.14872559383084 0.308062645456518 TRINITY_DN920_c0_g1 0.00977148096604553 0.969052725187007 OG0002869
TRINITY_DN94686_c0_g1 2.64731292478694 0.148071947870138 TRINITY_DN39272_c0_g1 4.08314157343331 0.00245194377450594 TRINITY_DN79462_c0_g1 6.04812802945288 9.81541918173115e-05 OG0002870
TRINITY_DN11861_c0_g1 -4.06994454657145 0.000278792487637112 TRINITY_DN99564_c0_g1 -5.45479824967765 6.78952430520803e-09 TRINITY_DN7022_c0_g1 -3.86913905819303 0.000338098622323166 OG0002876
TRINITY_DN12237_c0_g1 0.410887050029805 0.324500000098902 TRINITY_DN9658_c0_g1 0.16327624501072 0.569005454555258 TRINITY_DN7571_c0_g2 0.169873293826449 0.6159985568017 OG0002877
TRINITY_DN12670_c0_g1 0.296250498207712 0.184339733340063 TRINITY_DN190_c2_g1 0.338832076263411 0.0129048101659946 TRINITY_DN1788_c2_g1 0.241523685783632 0.26118486479483 OG0002880
TRINITY_DN1450_c0_g1 0.53113471071847 0.00258030217447464 TRINITY_DN18523_c0_g1 0.764936046450112 5.15450261833084e-07 TRINITY_DN721_c1_g1 0.624436658932244 0.000188463146540462 OG0002884
TRINITY_DN14635_c0_g1 -0.126504299507231 0.689115956072899 TRINITY_DN433_c3_g1 0.232521994045006 0.0725141724763204 TRINITY_DN11058_c0_g2 0.196052512771178 0.275121784726794 OG0002885
TRINITY_DN171700_c0_g1 1.63179850547201 0.373971868558273 TRINITY_DN15453_c0_g1 -0.0554201752559302 0.929199130487534 TRINITY_DN39069_c0_g3 -0.392086038100533 0.593714676109869 OG0002887
TRINITY_DN1874_c0_g1 -0.911170317803458 3.11018472123768e-06 TRINITY_DN80174_c0_g1 -0.261298812540878 0.0126315116325172 TRINITY_DN1634_c0_g2 -0.288690299566847 0.232621035096636 OG0002888
TRINITY_DN23025_c0_g1 0.216503902445516 0.213141944929867 TRINITY_DN331_c8_g1 -0.119836099490926 0.169551075993086 TRINITY_DN15973_c0_g1 0.3874339145253 0.00129109031970009 OG0002889
TRINITY_DN23403_c0_g3 0.371850796247565 0.0406946214198066 TRINITY_DN1238_c0_g2 0.373437588924019 0.00109086757845829 TRINITY_DN48305_c0_g1 0.0373110642785323 0.909669752538969 OG0002890
TRINITY_DN2915_c0_g1 -0.325742289064812 0.103035113796166 TRINITY_DN1363_c0_g2 0.043851743581045 0.727427272721753 TRINITY_DN12102_c0_g1 0.514232821589355 0.000711533792341021 OG0002893
TRINITY_DN2948_c2_g1 -2.50857681314944 2.92478807240039e-29 TRINITY_DN4840_c0_g1 -1.55105135570284 1.6133380380126e-29 TRINITY_DN5729_c0_g1 -2.79305270714874 1.32389156046096e-49 OG0002895
TRINITY_DN335636_c0_g1 3.50309883215433 0.00368737881697748 TRINITY_DN104091_c0_g1 2.90910601188148 0.000596662667395795 TRINITY_DN99578_c0_g1 3.7164593504591 0.000282133496183079 OG0002899
TRINITY_DN336_c0_g1 0.274984040833477 0.205100978353531 TRINITY_DN1347_c1_g1 0.47299591288645 1.33461298069845e-10 TRINITY_DN389_c8_g1 -0.206986830149649 0.200991348827486 OG0002900
TRINITY_DN3575_c0_g1 1.41380132939948 0.000931001373561634 TRINITY_DN3782_c2_g2 0.621926577062947 0.0183700356642378 TRINITY_DN1673_c0_g2 1.10349302200911 0.00185563452600231 OG0002902
TRINITY_DN3747_c0_g1 0.193511521769096 0.677170106999671 TRINITY_DN6367_c0_g1 0.311952850606335 0.34212791171499 TRINITY_DN5173_c0_g2 0.534564193783001 0.0433642775341439 OG0002903
TRINITY_DN4186_c0_g1 0.176876706856266 0.62537133830617 TRINITY_DN114458_c0_g1 0.358422106806481 0.08489444747315 TRINITY_DN2937_c3_g1 0.276798581064004 0.213026539456859 OG0002904
TRINITY_DN42882_c0_g1 -0.935061110513604 4.33306193241916e-06 TRINITY_DN23405_c0_g2 -0.772329447359162 2.08481803101694e-06 TRINITY_DN4229_c0_g1 -0.617745215316533 0.00795755761530543 OG0002905
TRINITY_DN432_c2_g1 0.414183307462505 0.253234229683176 TRINITY_DN20245_c0_g1 1.88985789796095 6.8614004798504e-09 TRINITY_DN2413_c1_g1 0.674315929807583 0.0980936105745577 OG0002906
TRINITY_DN45647_c0_g1 -0.108797545130611 0.929750746314561 TRINITY_DN118527_c0_g1 1.19368928371238 0.00609359833182055 TRINITY_DN3210_c0_g1 0.165756860957681 0.877276256071515 OG0002907
TRINITY_DN46740_c1_g1 0.781862075134892 0.00438465059599217 TRINITY_DN25153_c1_g1 0.662903328028924 7.31642008494394e-10 TRINITY_DN2300_c1_g1 0.269055690180609 0.36657488282844 OG0002908
TRINITY_DN544_c1_g1 -0.226670537088515 0.309935750204143 TRINITY_DN1972_c0_g1 0.329343400399638 0.0622246425390423 TRINITY_DN4068_c0_g1 0.0414233119273292 0.835993805227706 OG0002909
TRINITY_DN6104_c0_g2 -11.7469910965365 3.58606821517211e-139 TRINITY_DN256_c1_g1 -9.58075884428802 5.07166136723869e-174 TRINITY_DN98324_c0_g1 -10.2032570777709 4.0238113572998e-174 OG0002910
TRINITY_DN6322_c2_g1 -4.72025241994255 0.000294273452967442 TRINITY_DN18059_c0_g1 -2.88274769468483 1.88116422452614e-07 TRINITY_DN74036_c0_g4 -3.29540470755566 0.000679350442889992 OG0002911
TRINITY_DN6879_c1_g1 0.257390946877059 0.807493567992188 TRINITY_DN12459_c0_g1 -0.173285773700705 0.33270569407983 TRINITY_DN18764_c0_g1 0.429765077162778 0.417807559939568 OG0002912
TRINITY_DN8050_c1_g2 0.807697790398427 0.000618628215697623 TRINITY_DN249811_c0_g1 1.08219648966091 6.37682344497971e-16 TRINITY_DN14789_c0_g1 1.00568626492638 4.0222235410332e-07 OG0002914
TRINITY_DN8251_c0_g2 1.44954182413573 4.80559070298378e-05 TRINITY_DN21952_c0_g1 1.8868357535604 7.35472420251464e-05 TRINITY_DN64462_c0_g2 1.61641015180696 0.0333164011197331 OG0002915
TRINITY_DN8678_c0_g1 0.756723073421639 0.0382551472738564 TRINITY_DN3220_c0_g5 0.341683155595465 0.0660838150763166 TRINITY_DN741_c4_g1 0.581453855971317 0.0637420909515015 OG0002916
TRINITY_DN88650_c0_g1 1.11082807986956 0.000679175660029573 TRINITY_DN11876_c0_g1 1.53864615485795 2.19333177530248e-13 TRINITY_DN9327_c4_g1 0.913184974120935 2.51782028640247e-06 OG0002917
TRINITY_DN9566_c0_g1 -6.58381277404642 1.67360356426429e-44 TRINITY_DN24128_c0_g3 -5.24261720510322 3.4371159593389e-88 TRINITY_DN2423_c0_g1 -6.27156521528918 6.25384835082037e-42 OG0002918
TRINITY_DN11118_c2_g1 0.955889041639199 0.00147635589661489 TRINITY_DN118_c2_g1 -0.265182618965602 0.293240556277732 TRINITY_DN557_c7_g1 -0.171725199544091 0.756261359177229 OG0002919
TRINITY_DN1365_c2_g1 -1.35737143152276 9.00254160786213e-07 TRINITY_DN22921_c0_g2 -1.4469604900558 5.6563726402153e-13 TRINITY_DN6639_c0_g3 -1.42076612711154 1.11727985695222e-15 OG0002920
TRINITY_DN14288_c0_g1 0.659532808712838 0.0212563894042111 TRINITY_DN7898_c0_g2 0.330985372175933 0.0888622309816789 TRINITY_DN2576_c0_g4 -0.174057287056496 0.792696751780768 OG0002921
TRINITY_DN1531_c3_g1 -0.10801772796119 0.823365945345864 TRINITY_DN67639_c0_g1 0.72941904362828 0.00448840444911036 TRINITY_DN54445_c0_g1 -0.162715491325742 0.734203654165465 OG0002922
TRINITY_DN1548_c0_g1 4.1858408663168 1.25799390594174e-15 TRINITY_DN65463_c0_g2 4.25164526091103 3.27133106737347e-28 TRINITY_DN3301_c1_g1 1.50894133928783 0.00355294908000822 OG0002923
TRINITY_DN157498_c0_g3 -0.345781107403442 0.718131774543771 TRINITY_DN13418_c0_g1 1.8604968332811 9.96150020688131e-18 TRINITY_DN32547_c0_g2 -2.31018820716498 2.67957120766798e-10 OG0002924
TRINITY_DN1686_c0_g1 -1.6260608804919 3.43711268224634e-15 TRINITY_DN1017_c0_g1 -1.37981396843654 8.6487663417567e-08 TRINITY_DN128762_c0_g2 -0.74793332824881 0.00263601534813185 OG0002925
TRINITY_DN19876_c0_g1 -0.256764832628374 0.356774431945223 TRINITY_DN269606_c0_g1 -0.0806462638238521 0.629073239076244 TRINITY_DN10972_c0_g2 -0.104960010748283 0.688877027989431 OG0002927
TRINITY_DN19877_c0_g1 -0.00955176784594036 0.985247250467699 TRINITY_DN9871_c1_g1 -0.0330033531747607 0.899669011512328 TRINITY_DN455_c0_g1 0.0400672767748274 0.939062399908598 OG0002928
TRINITY_DN204_c4_g1 -7.76881862199801 1.98240748392364e-30 TRINITY_DN9071_c0_g2 -9.03203368514604 4.46959810907248e-214 TRINITY_DN2270_c5_g1 -6.27698647889355 1.010975358258e-15 OG0002929
TRINITY_DN21346_c0_g1 4.47950643529402 2.74166004476633e-09 TRINITY_DN811_c0_g1 2.33685524849263 4.40133408548943e-10 TRINITY_DN1388_c2_g1 2.17772478709411 6.43590659094327e-08 OG0002930
TRINITY_DN2219_c0_g1 -0.0753476693077979 0.843101527472682 TRINITY_DN1087_c1_g1 -0.150401939527749 0.570677813155613 TRINITY_DN56782_c0_g1 0.357972083700076 0.513001312028902 OG0002931
TRINITY_DN2573_c0_g1 -1.02820103793148 1.67384132431942e-06 TRINITY_DN286_c0_g1 -0.174370941072109 0.523213454409898 TRINITY_DN4247_c0_g1 -0.822853524179086 8.502279776831e-06 OG0002932
TRINITY_DN269_c0_g4 0.658874087763143 0.000904793562633479 TRINITY_DN66690_c0_g1 0.942031523635924 3.42800028703586e-14 TRINITY_DN145_c0_g2 0.331511119700632 0.0606723403971362 OG0002933
TRINITY_DN2736_c1_g1 -0.231602699401098 0.594017976037088 TRINITY_DN2249_c4_g1 1.06545593498254 0.00266453787567872 TRINITY_DN994_c0_g1 -1.42868869225449 0.000761092260276058 OG0002934
TRINITY_DN2793_c2_g1 -0.114599657461639 0.682305041133929 TRINITY_DN2698_c4_g3 -0.894732401194226 0.012880894077779 TRINITY_DN27824_c0_g3 -0.539871060810599 0.0934577556520535 OG0002935
TRINITY_DN285_c5_g1 -0.556490703491922 0.0290775605339129 TRINITY_DN3025_c0_g2 -0.0292234681092412 0.947025443745992 TRINITY_DN598_c4_g1 -0.183211120465111 0.464253172211643 OG0002936
TRINITY_DN30014_c0_g1 -3.51353875392634 1.05468339247408e-39 TRINITY_DN40145_c0_g2 -1.79159308681518 9.85105113743353e-33 TRINITY_DN5243_c0_g2 -2.03688876898333 6.61068797163363e-08 OG0002937
TRINITY_DN3156_c0_g1 0.378161867184279 0.402052694330403 TRINITY_DN3626_c0_g1 0.63671594492133 0.000187155157537635 TRINITY_DN4765_c2_g3 0.327251741480118 0.3353482823138 OG0002940
TRINITY_DN3391_c0_g3 -0.0603587565294203 0.883684912666623 TRINITY_DN946_c1_g3 -0.428302874905831 0.00550169738968401 TRINITY_DN23198_c0_g1 0.0301343321437699 0.923903214967711 OG0002942
TRINITY_DN3483_c1_g1 1.21590312892414 1.99598553128855e-08 TRINITY_DN2124_c2_g1 1.18232129071964 1.80515872770952e-05 TRINITY_DN791_c3_g2 0.157553495406177 0.596297812995991 OG0002943
TRINITY_DN351_c2_g1 -3.97468854438744 4.99054570628317e-43 TRINITY_DN2136_c7_g1 -2.59232689669451 1.38434870198199e-48 TRINITY_DN23_c5_g3 -2.56635570674158 2.69701885838889e-28 OG0002944
TRINITY_DN38208_c0_g1 0.152845671905768 0.552421028819165 TRINITY_DN14041_c0_g2 0.647125149093192 2.71985423461608e-07 TRINITY_DN4318_c0_g1 0.464421181421379 0.0787176397735249 OG0002945
TRINITY_DN44_c0_g1 -0.243107626842589 0.497116003587048 TRINITY_DN746_c0_g1 0.426321629535748 0.0350825380026135 TRINITY_DN1766_c1_g1 -0.00147877189353622 0.997384574152547 OG0002946
TRINITY_DN4529_c0_g1 -2.23362831587243 1.45742545510372e-22 TRINITY_DN1918_c1_g1 -1.60941695758659 3.41874175965515e-13 TRINITY_DN221_c4_g2 -2.92234453876851 1.62144233127786e-31 OG0002947
TRINITY_DN45996_c0_g3 -0.31966706845703 0.323066877988794 TRINITY_DN8794_c0_g3 0.35861228631323 0.031206356305141 TRINITY_DN55058_c0_g2 0.12711638895705 0.718410866209657 OG0002948
TRINITY_DN503_c1_g1 0.564112627222291 0.0349215370112182 TRINITY_DN1100_c0_g1 0.323329243311783 0.0677989286321766 TRINITY_DN285_c0_g1 -0.158645850966719 0.601510822818617 OG0002949
TRINITY_DN5396_c1_g2 -0.381172230074993 0.0478127603819732 TRINITY_DN47977_c0_g1 -0.426965177019296 0.00140484705845193 TRINITY_DN881_c2_g1 -0.370280357895481 0.0850442473644301 OG0002950
TRINITY_DN5566_c1_g1 -4.21748335982688 2.37111381914183e-26 TRINITY_DN19071_c0_g6 -5.04608945810189 7.7351716920836e-25 TRINITY_DN5826_c4_g1 -4.49841181594872 6.40602678051921e-28 OG0002951
TRINITY_DN8666_c0_g2 -0.709698397768355 0.000492142738269163 TRINITY_DN2851_c1_g1 -0.209423948130952 0.0758560164813356 TRINITY_DN15762_c1_g1 -0.675799763790554 6.24647482289151e-07 OG0002953
TRINITY_DN90874_c0_g2 1.07503564960381 0.000341593238458203 TRINITY_DN10181_c0_g2 -0.367207504367264 0.236587980052309 TRINITY_DN16528_c0_g1 1.58590202346975 0.000216769996313261 OG0002954
TRINITY_DN103_c3_g1 0.552747845688624 0.0200145107499862 TRINITY_DN29651_c2_g3 0.240345167818849 0.197894199114093 TRINITY_DN1739_c0_g2 0.369258567996253 0.101515333942665 OG0002955
TRINITY_DN11179_c1_g2 -0.157691392660361 0.62300962088767 TRINITY_DN3306_c0_g1 -0.00798532619122717 0.973932810990538 TRINITY_DN21652_c0_g1 -0.0412964722441426 0.89107190611902 OG0002956
TRINITY_DN11377_c0_g1 -1.50242743026752 9.37876310632134e-13 TRINITY_DN54204_c0_g2 -1.30538998083142 2.62450381345697e-26 TRINITY_DN73425_c0_g1 -1.05650378387293 4.23334898522435e-09 OG0002957
TRINITY_DN1376_c0_g1 -0.603266916989192 0.0605965239973026 TRINITY_DN205_c0_g2 -0.684217741487638 0.000912385069616291 TRINITY_DN2386_c0_g2 -0.431728105688425 0.0668066641557661 OG0002958
TRINITY_DN14255_c0_g1 0.474012300480776 0.0692721247712042 TRINITY_DN17046_c0_g4 1.03952135271608 1.85342742701374e-09 TRINITY_DN6251_c0_g1 0.237104552023752 0.402052430416858 OG0002959
TRINITY_DN14705_c0_g1 0.56393659607574 0.203112019365159 TRINITY_DN1015_c0_g1 2.09544794468413 2.01387906805231e-10 TRINITY_DN3073_c0_g1 0.901254134256538 0.0101778982227802 OG0002960
TRINITY_DN16105_c0_g4 -3.78430696539001 1.21414438945943e-155 TRINITY_DN4668_c0_g1 -4.45071100931217 5.8651638253666e-159 TRINITY_DN7890_c0_g1 -3.86600791909628 6.5344946291978e-91 OG0002961
TRINITY_DN16964_c0_g2 0.0316476628418564 0.944776195734088 TRINITY_DN3038_c0_g4 0.109045739919998 0.658271391657567 TRINITY_DN50172_c0_g1 0.489590868172366 0.596533357315574 OG0002962
TRINITY_DN18862_c1_g3 0.077325558774617 0.836183857325308 TRINITY_DN5638_c2_g1 -0.317419922702525 0.123660899716647 TRINITY_DN26306_c0_g1 -0.224924606346607 0.30510854256267 OG0002963
TRINITY_DN224_c1_g1 2.78696263675322 2.27498581073401e-13 TRINITY_DN36224_c0_g1 2.42061622772932 7.63348117827956e-19 TRINITY_DN37553_c0_g2 2.70135940614488 1.04927222582871e-13 OG0002965
TRINITY_DN23876_c0_g1 1.61142442465302 2.1128921854247e-20 TRINITY_DN1303_c0_g1 1.49240496851494 5.89284035421875e-22 TRINITY_DN1480_c0_g1 1.2133576009647 5.20048874640969e-16 OG0002967
TRINITY_DN247828_c0_g1 2.29842365467603 0.186240172783027 TRINITY_DN22345_c0_g1 0.434068913474283 0.361128206079979 TRINITY_DN3057_c0_g1 3.64338272774664 0.00093195198503865 OG0002968
TRINITY_DN27722_c2_g1 0.639999350585793 0.00250809578136158 TRINITY_DN25332_c1_g1 0.40329481275118 2.39992237354758e-05 TRINITY_DN18877_c0_g1 0.141017706805263 0.729792587103516 OG0002970
TRINITY_DN2786_c1_g2 0.560378614040962 0.0240420277572111 TRINITY_DN2198_c0_g5 0.614005994855825 0.00121244536933086 TRINITY_DN12475_c2_g1 0.73466433104461 0.00410559839872794 OG0002971
TRINITY_DN2867_c1_g1 -0.23299528669398 0.468059220101146 TRINITY_DN364_c2_g3 1.01308038007294 1.29309444501819e-09 TRINITY_DN4824_c0_g1 0.716891742058045 4.87860408560704e-05 OG0002973
TRINITY_DN2971_c0_g1 0.0941343151804142 0.625857735810686 TRINITY_DN37820_c0_g1 0.215709113469595 0.0574122291829511 TRINITY_DN3347_c0_g2 0.290657597936986 0.301707012374279 OG0002974
TRINITY_DN37966_c0_g1 -0.772460881047465 0.013752525031626 TRINITY_DN57053_c0_g1 0.0173427347341177 0.961266060345016 TRINITY_DN55467_c0_g1 -0.320712049180151 0.49022830433942 OG0002979
